"game_matchup","home_team","away_team","away_numbergame","away_id_team","away_countdaysrest","away_countdaysnextgame","away_fieldgoal_made","away_fieldgoal_attempts","away_fieldgoal_percent","away_fieldgoal3_made","away_fieldgoal3_attempts","away_fieldgoal3_percent","away_freethrow_percent","away_fieldgoal2_made","away_fieldgoal2_attempts","away_pctfg2","away_freethrow_made","away_freethrow_attempts","away_off_reb","away_def_reb","away_total_reb","away_assists","away_steals","away_blocks","away_turnovers","away_personalfouls","away_points","away_plusminus","away_ind_win","away_ind_secondb2b","away_ind_overtime","away_offensive_rating","away_defensive_rating","away_raptor_offensive","away_raptor_defensive","away_raptor_net","away_oefficiency","away_defficiency","away_ftr","away_pace","away_turnover_rate","away_atr","home_numbergame","home_id_team","home_countdaysrest","home_countdaysnextgame","home_fieldgoal_made","home_fieldgoal_attempts","home_fieldgoal_percent","home_fieldgoal3_made","home_fieldgoal3_attempts","home_fieldgoal3_percent","home_freethrow_percent","home_fieldgoal2_made","home_fieldgoal2_attempts","home_pctfg2","home_freethrow_made","home_freethrow_attempts","home_off_reb","home_def_reb","home_total_reb","home_assists","home_steals","home_blocks","home_turnovers","home_personalfouls","home_points","home_plusminus","home_ind_win","home_ind_secondb2b","home_ind_overtime","home_offensive_rating","home_defensive_rating","home_raptor_offensive","home_raptor_defensive","home_raptor_net","home_oefficiency","home_defficiency","home_ftr","home_pace","home_turnover_rate","home_atr"
"MIN @ ATL","ATL","MIN",41.3414634146341,1610612750,4.02439024390244,3.97560975609756,41.0731707317073,91.2439024390244,0.45080487804878,9.73170731707317,27.780487804878,0.350946608964636,0.788121951219512,31.3414634146341,63.4634146341463,0.493340354309657,18.4390243902439,23.4390243902439,11.4634146341463,32.0731707317073,43.5365853658537,23.8292682926829,7.78048780487805,4.70731707317073,12.6585365853659,20.5365853658537,110.317073170732,-5.8780487804878,0.268292682926829,0.219512195121951,0.024390243902439,111.4,112.9,1,-2.5,-1.5,1.07329713662898,1.13561840105782,0.259313204001099,2.14067073170732,0.123296877175379,2.06651446238492,44.8780487804878,1610612737,1.29268292682927,4.26829268292683,42.1707317073171,92.8780487804878,0.454365853658537,13.1951219512195,37.780487804878,0.348035769282125,0.766341463414634,28.9756097560976,55.0975609756098,0.525557019039309,18.2439024390244,23.8536585365854,11.2926829268293,36.0243902439024,47.3170731707317,26.7560975609756,7.17073170731707,5.65853658536585,16.0975609756098,24.0731707317073,115.780487804878,-4.02439024390244,0.414634146341463,0.146341463414634,0.0731707317073171,108.1,113.9,-2.3,-3.5,-5.7,1.06999896734742,1.11505439806521,0.260554350495291,2.25371951219512,0.148912052781401,1.79369580200396
"HOU @ ATL","ATL","HOU",41.0487804878049,1610612745,1.17073170731707,3.92682926829268,38.9756097560976,87.1707317073171,0.448048780487805,15.4634146341463,44.3170731707317,0.347062895442349,0.802341463414634,23.5121951219512,42.8536585365854,0.553904738123046,17.6341463414634,22.3170731707317,10.219512195122,31.219512195122,41.4390243902439,20.8292682926829,8.46341463414634,4.97560975609756,13.390243902439,22.4878048780488,111.048780487805,2.4390243902439,0.536585365853659,0.170731707317073,0.0975609756097561,115.5,110.7,5.1,-0.3,4.8,1.108783637322,1.08669927067054,0.259144256179859,2.08668699186992,0.133711881716928,1.72467554024234,44.8780487804878,1610612737,1.29268292682927,4.26829268292683,42.1707317073171,92.8780487804878,0.454365853658537,13.1951219512195,37.780487804878,0.348035769282125,0.766341463414634,28.9756097560976,55.0975609756098,0.525557019039309,18.2439024390244,23.8536585365854,11.2926829268293,36.0243902439024,47.3170731707317,26.7560975609756,7.17073170731707,5.65853658536585,16.0975609756098,24.0731707317073,115.780487804878,-4.02439024390244,0.414634146341463,0.146341463414634,0.0731707317073171,108.1,113.9,-2.3,-3.5,-5.7,1.06999896734742,1.11505439806521,0.260554350495291,2.25371951219512,0.148912052781401,1.79369580200396
"LAC @ ATL","ATL","LAC",40.1707317073171,1610612746,1.09756097560976,1.04878048780488,39.8048780487805,85.1951219512195,0.468121951219512,9.63414634146342,24.7317073170732,0.387035288797678,0.785463414634146,30.1707317073171,60.4634146341463,0.499695147996217,23.1463414634146,29.3658536585366,8.53658536585366,35.4878048780488,44.0243902439024,22.1951219512195,6.65853658536585,4.53658536585366,14.8292682926829,22.7560975609756,112.390243902439,-1.58536585365854,0.536585365853659,0.195121951219512,0.024390243902439,112.4,111.5,1.9,-1.1,0.8,1.07765836126233,1.10025751461288,0.348192796406919,2.17518292682927,0.141222632076925,1.70263863811606,44.8780487804878,1610612737,1.29268292682927,4.26829268292683,42.1707317073171,92.8780487804878,0.454365853658537,13.1951219512195,37.780487804878,0.348035769282125,0.766341463414634,28.9756097560976,55.0975609756098,0.525557019039309,18.2439024390244,23.8536585365854,11.2926829268293,36.0243902439024,47.3170731707317,26.7560975609756,7.17073170731707,5.65853658536585,16.0975609756098,24.0731707317073,115.780487804878,-4.02439024390244,0.414634146341463,0.146341463414634,0.0731707317073171,108.1,113.9,-2.3,-3.5,-5.7,1.06999896734742,1.11505439806521,0.260554350495291,2.25371951219512,0.148912052781401,1.79369580200396
"NOP @ ATL","ATL","NOP",39.6829268292683,1610612740,4.07317073170732,0.975609756097561,43.7560975609756,92.0487804878049,0.477,10.4390243902439,29.7560975609756,0.349548079766623,0.756756097560976,33.3170731707317,62.2926829268293,0.537830715609971,17.8048780487805,23.5853658536585,11.1219512195122,36.6585365853659,47.780487804878,26.9024390243902,6.85365853658537,5.51219512195122,14.6829268292683,21.4878048780488,115.756097560976,-1.78048780487805,0.341463414634146,0.146341463414634,0.0487804878048781,111.4,112.6,0.9,-2.2,-1.3,1.09266516722066,1.11095678261389,0.260393260864704,2.20806910569106,0.138725508086542,1.98117312784458,44.8780487804878,1610612737,1.29268292682927,4.26829268292683,42.1707317073171,92.8780487804878,0.454365853658537,13.1951219512195,37.780487804878,0.348035769282125,0.766341463414634,28.9756097560976,55.0975609756098,0.525557019039309,18.2439024390244,23.8536585365854,11.2926829268293,36.0243902439024,47.3170731707317,26.7560975609756,7.17073170731707,5.65853658536585,16.0975609756098,24.0731707317073,115.780487804878,-4.02439024390244,0.414634146341463,0.146341463414634,0.0731707317073171,108.1,113.9,-2.3,-3.5,-5.7,1.06999896734742,1.11505439806521,0.260554350495291,2.25371951219512,0.148912052781401,1.79369580200396
"SAS @ ATL","ATL","SAS",42.0975609756098,1610612759,1.09756097560976,1.26829268292683,42,89.3414634146341,0.471853658536585,9.5609756097561,26.0487804878049,0.371617095197073,0.82380487804878,32.4390243902439,63.2926829268293,0.51356427910389,16.9512195121951,20.7317073170732,9.92682926829268,34.3658536585366,44.2926829268293,23.9268292682927,6.14634146341463,4.58536585365854,12.219512195122,18.7560975609756,110.512195121951,-3.48780487804878,0.390243902439024,0.219512195121951,0.0487804878048781,112.9,111.2,2.5,-0.8,1.7,1.09761583210073,1.11817571852587,0.234180808491116,2.09908536585366,0.121075499693541,2.17716509528127,44.8780487804878,1610612737,1.29268292682927,4.26829268292683,42.1707317073171,92.8780487804878,0.454365853658537,13.1951219512195,37.780487804878,0.348035769282125,0.766341463414634,28.9756097560976,55.0975609756098,0.525557019039309,18.2439024390244,23.8536585365854,11.2926829268293,36.0243902439024,47.3170731707317,26.7560975609756,7.17073170731707,5.65853658536585,16.0975609756098,24.0731707317073,115.780487804878,-4.02439024390244,0.414634146341463,0.146341463414634,0.0731707317073171,108.1,113.9,-2.3,-3.5,-5.7,1.06999896734742,1.11505439806521,0.260554350495291,2.25371951219512,0.148912052781401,1.79369580200396
"LAL @ ATL","ATL","LAL",42.0975609756098,1610612747,3.90243902439024,1.07317073170732,42.8048780487805,91.3414634146341,0.469585365853659,10.7560975609756,31.4390243902439,0.336785071421684,0.702073170731707,32.0487804878049,59.9024390243902,0.538151081767521,16.1707317073171,22.8536585365854,9.97560975609756,36.0975609756098,46.0731707317073,25.0731707317073,8.17073170731707,4.97560975609756,15.3658536585366,21.2439024390244,112.536585365854,-3.26829268292683,0.365853658536585,0.195121951219512,0.0731707317073171,107.8,109.5,-2.6,0.9,-1.7,1.05396532074822,1.09252924339303,0.252533060939457,2.22473577235772,0.14345489855044,1.79407307439956,44.8780487804878,1610612737,1.29268292682927,4.26829268292683,42.1707317073171,92.8780487804878,0.454365853658537,13.1951219512195,37.780487804878,0.348035769282125,0.766341463414634,28.9756097560976,55.0975609756098,0.525557019039309,18.2439024390244,23.8536585365854,11.2926829268293,36.0243902439024,47.3170731707317,26.7560975609756,7.17073170731707,5.65853658536585,16.0975609756098,24.0731707317073,115.780487804878,-4.02439024390244,0.414634146341463,0.146341463414634,0.0731707317073171,108.1,113.9,-2.3,-3.5,-5.7,1.06999896734742,1.11505439806521,0.260554350495291,2.25371951219512,0.148912052781401,1.79369580200396
"MIL @ ATL","ATL","MIL",42.8292682926829,1610612749,3.92682926829268,1.21951219512195,42.7317073170732,91.2926829268293,0.469,12.9756097560976,37.6341463414634,0.345164032096484,0.772829268292683,29.7560975609756,53.6585365853659,0.55492608652621,17.9512195121951,23.2682926829268,9.4390243902439,39.8780487804878,49.3170731707317,26.0487804878049,7.39024390243902,6.04878048780488,13.7073170731707,20.0731707317073,116.390243902439,5.65853658536585,0.658536585365854,0.170731707317073,0.0975609756097561,113.8,105.2,3.4,5.2,8.5,1.09947974866326,1.04709367559938,0.255660111090188,2.20414634146341,0.129758501482078,2.0049892997167,44.8780487804878,1610612737,1.29268292682927,4.26829268292683,42.1707317073171,92.8780487804878,0.454365853658537,13.1951219512195,37.780487804878,0.348035769282125,0.766341463414634,28.9756097560976,55.0975609756098,0.525557019039309,18.2439024390244,23.8536585365854,11.2926829268293,36.0243902439024,47.3170731707317,26.7560975609756,7.17073170731707,5.65853658536585,16.0975609756098,24.0731707317073,115.780487804878,-4.02439024390244,0.414634146341463,0.146341463414634,0.0731707317073171,108.1,113.9,-2.3,-3.5,-5.7,1.06999896734742,1.11505439806521,0.260554350495291,2.25371951219512,0.148912052781401,1.79369580200396
"BKN @ ATL","ATL","BKN",41.780487804878,1610612751,3.95121951219512,1.29268292682927,39.4390243902439,89.4634146341463,0.441121951219512,12.780487804878,36.3658536585366,0.349066298610031,0.744731707317073,26.6585365853659,53.0975609756098,0.50449437333582,19,25.6829268292683,10.8536585365854,34.4878048780488,45.3414634146341,23.5365853658537,6.63414634146341,4.36585365853659,14.8536585365854,21,110.658536585366,-2.68292682926829,0.463414634146341,0.292682926829268,0.0731707317073171,109.6,109.7,-0.8,0.7,-0.1,1.05522122444664,1.07882594991821,0.290997089661637,2.18258130081301,0.141709187193672,1.68259615201264,44.8780487804878,1610612737,1.29268292682927,4.26829268292683,42.1707317073171,92.8780487804878,0.454365853658537,13.1951219512195,37.780487804878,0.348035769282125,0.766341463414634,28.9756097560976,55.0975609756098,0.525557019039309,18.2439024390244,23.8536585365854,11.2926829268293,36.0243902439024,47.3170731707317,26.7560975609756,7.17073170731707,5.65853658536585,16.0975609756098,24.0731707317073,115.780487804878,-4.02439024390244,0.414634146341463,0.146341463414634,0.0731707317073171,108.1,113.9,-2.3,-3.5,-5.7,1.06999896734742,1.11505439806521,0.260554350495291,2.25371951219512,0.148912052781401,1.79369580200396
"PHI @ ATL","ATL","PHI",42.8536585365854,1610612755,3.90243902439024,1.26829268292683,40.780487804878,89.0243902439024,0.45990243902439,10.4146341463415,30.9268292682927,0.335577159838197,0.75190243902439,30.3658536585366,58.0975609756098,0.525302621358722,20.1463414634146,26.780487804878,11.5121951219512,36.4390243902439,47.9512195121951,25.9512195121951,7.46341463414634,5.02439024390244,15.5609756097561,21.1463414634146,112.121951219512,-2.65853658536585,0.48780487804878,0.24390243902439,0.0975609756097561,112.6,110,2.2,0.4,2.6,1.07120337018937,1.08980955767088,0.306799994028392,2.18451219512195,0.148193678713565,1.83611326700444,44.8780487804878,1610612737,1.29268292682927,4.26829268292683,42.1707317073171,92.8780487804878,0.454365853658537,13.1951219512195,37.780487804878,0.348035769282125,0.766341463414634,28.9756097560976,55.0975609756098,0.525557019039309,18.2439024390244,23.8536585365854,11.2926829268293,36.0243902439024,47.3170731707317,26.7560975609756,7.17073170731707,5.65853658536585,16.0975609756098,24.0731707317073,115.780487804878,-4.02439024390244,0.414634146341463,0.146341463414634,0.0731707317073171,108.1,113.9,-2.3,-3.5,-5.7,1.06999896734742,1.11505439806521,0.260554350495291,2.25371951219512,0.148912052781401,1.79369580200396
"CLE @ ATL","ATL","CLE",42,1610612739,3.92682926829268,1.04878048780488,38.7317073170732,87.4878048780488,0.443707317073171,9.75609756097561,27.8780487804878,0.347527583625581,0.771853658536585,28.9756097560976,59.609756097561,0.487157223789253,16.5609756097561,21.0487804878049,10.2926829268293,31.609756097561,41.9024390243902,20.2439024390244,6.34146341463415,2.48780487804878,12.9024390243902,19.5365853658537,103.780487804878,-11.8780487804878,0.146341463414634,0.219512195121951,0,107.7,117.6,-2.7,-7.2,-9.9,1.04577169215998,1.16276226810302,0.244144614320295,2.06997967479675,0.129543180830708,1.78219912161806,44.8780487804878,1610612737,1.29268292682927,4.26829268292683,42.1707317073171,92.8780487804878,0.454365853658537,13.1951219512195,37.780487804878,0.348035769282125,0.766341463414634,28.9756097560976,55.0975609756098,0.525557019039309,18.2439024390244,23.8536585365854,11.2926829268293,36.0243902439024,47.3170731707317,26.7560975609756,7.17073170731707,5.65853658536585,16.0975609756098,24.0731707317073,115.780487804878,-4.02439024390244,0.414634146341463,0.146341463414634,0.0731707317073171,108.1,113.9,-2.3,-3.5,-5.7,1.06999896734742,1.11505439806521,0.260554350495291,2.25371951219512,0.148912052781401,1.79369580200396
