"","year","ID_game","numberGame","ID_team","isB2B","isB2BFirst","isB2BSecond","homeAway","name","countDaysRest","countDaysNextGame","outcomeGame","isWin","fieldgoal_made","fieldgoal_attempts","fieldgoal_percent","fieldgoal3_made","fieldgoal3_attempts","fieldgoal3_percent","freethrow_percent","fieldgoal2_made","fieldgoal2_attempts","pctFG2","minutes","freethrow_made","freethrow_attempts","off_reb","def_reb","total_reb","assists","steals","blocks","turnovers","personalfouls","points","plusminus","ind_Win","ind_SecondB2B","ind_overtime","offensive_rating","defensive_rating","RAPTOR_offensive","RAPTOR_defensive","RAPTOR_net"
"1989",2018,21700994,67,1610612744,FALSE,FALSE,FALSE,"A","GSW",1,2,"L",FALSE,37,91,0.407,10,36,0.277777777777778,0.905,27,55,0.490909090909091,240,19,21,12,38,50,22,6,7,13,17,103,-6,0,0,0,113.6,107.6,5,1,6
"1990",2018,21700994,68,1610612750,FALSE,FALSE,FALSE,"H","MIN",2,1,"W",TRUE,44,95,0.463,6,20,0.3,0.714,38,75,0.506666666666667,240,15,21,13,37,50,27,7,3,10,15,109,6,1,0,0,113.4,111.1,4.8,-2.4,2.3
"1991",2018,21700992,67,1610612752,FALSE,FALSE,FALSE,"H","NYK",1,1,"L",FALSE,40,88,0.455,7,21,0.333333333333333,0.792,33,67,0.492537313432836,240,19,24,8,29,37,21,7,4,10,19,106,-26,0,0,0,107.1,110.7,-1.6,-2.1,-3.6
"1992",2018,21700999,67,1610612751,FALSE,FALSE,FALSE,"H","BKN",2,1,"L",FALSE,33,85,0.388,10,28,0.357142857142857,0.875,23,57,0.403508771929825,240,21,24,13,29,42,17,5,5,18,19,97,-23,0,0,0,106.9,110.6,-1.7,-2,-3.8
"1993",2018,21700995,67,1610612762,FALSE,FALSE,FALSE,"A","UTA",1,1,"W",TRUE,40,96,0.417,12,32,0.375,0.96,28,64,0.4375,240,24,25,17,38,55,24,4,3,17,20,116,17,1,0,0,108.4,103.9,-0.2,4.7,4.5
"1994",2018,21700997,67,1610612742,TRUE,FALSE,TRUE,"H","DAL",0,1,"L",FALSE,33,94,0.351,5,31,0.161290322580645,0.611,28,63,0.444444444444444,240,11,18,17,36,53,27,5,2,10,18,82,-23,0,1,0,106.3,109.5,-2.3,-0.9,-3.2
"1995",2018,21700996,67,1610612743,FALSE,FALSE,FALSE,"H","DEN",1,1,"W",TRUE,50,89,0.562,15,37,0.405405405405405,0.714,35,52,0.673076923076923,240,15,21,8,43,51,38,2,4,8,17,130,26,1,0,0,112.5,111,3.9,-2.3,1.5
"1996",2018,21700998,67,1610612754,FALSE,FALSE,FALSE,"A","IND",1,1,"W",TRUE,39,81,0.481,12,22,0.545454545454545,0.9,27,59,0.457627118644068,240,9,10,6,33,39,26,9,7,18,20,99,2,1,0,0,109.5,108.1,0.9,0.5,1.4
"1997",2018,21700997,66,1610612745,TRUE,FALSE,FALSE,"A","HOU",1,0,"W",TRUE,39,84,0.464,17,45,0.377777777777778,0.714,22,39,0.564102564102564,240,10,14,6,39,45,21,5,5,11,22,105,23,1,0,0,114.7,106.1,6.1,2.5,8.7
"1998",2018,21700998,67,1610612738,FALSE,FALSE,FALSE,"H","BOS",2,2,"L",FALSE,34,81,0.42,12,37,0.324324324324324,0.81,22,44,0.5,240,17,21,10,32,42,26,10,5,16,13,97,-2,0,0,0,107.6,103.9,-1,4.7,3.7
"1999",2018,21701002,67,1610612749,FALSE,FALSE,FALSE,"A","MIL",2,1,"W",TRUE,47,81,0.58,12,25,0.48,0.682,35,56,0.625,240,15,22,11,36,47,33,6,5,19,22,121,18,1,0,0,109.8,110.1,1.2,-1.5,-0.3
"2000",2018,21701002,67,1610612763,FALSE,FALSE,FALSE,"H","MEM",1,2,"L",FALSE,42,89,0.472,9,27,0.333333333333333,0.526,33,62,0.532258064516129,240,10,19,10,21,31,27,6,5,9,23,103,-18,0,0,0,104.5,111,-4.1,-2.4,-6.5
"2001",2018,21701004,68,1610612748,FALSE,FALSE,FALSE,"A","MIA",1,1,"L",FALSE,39,91,0.429,10,31,0.32258064516129,0.688,29,60,0.483333333333333,240,11,16,10,36,46,24,6,4,11,24,99,-16,0,0,0,106.8,106.3,-1.8,2.3,0.5
"2002",2018,21701004,67,1610612757,FALSE,FALSE,FALSE,"H","POR",2,2,"W",TRUE,38,83,0.458,14,36,0.388888888888889,0.833,24,47,0.51063829787234,240,25,30,9,41,50,23,5,6,13,15,115,16,1,0,0,109.1,106.4,0.4,2.2,2.7
"2003",2018,21701001,67,1610612745,TRUE,FALSE,TRUE,"H","HOU",0,2,"W",TRUE,39,80,0.488,13,44,0.295454545454545,0.783,26,36,0.722222222222222,240,18,23,9,41,50,24,6,4,17,24,109,16,1,1,0,114.7,106.1,6.1,2.5,8.7
"2004",2018,21701001,67,1610612759,TRUE,FALSE,FALSE,"A","SAS",1,0,"L",FALSE,33,81,0.407,11,28,0.392857142857143,0.696,22,53,0.415094339622642,240,16,23,7,29,36,20,5,2,13,17,93,-16,0,0,0,107.9,104.8,-0.7,3.8,3
"2005",2018,21701003,69,1610612760,TRUE,FALSE,FALSE,"H","OKC",1,0,"W",TRUE,38,84,0.452,16,36,0.444444444444444,0.778,22,48,0.458333333333333,240,14,18,5,38,43,21,5,6,11,15,106,5,1,0,0,110.7,107.2,2.1,1.4,3.5
"2006",2018,21701003,68,1610612758,TRUE,FALSE,TRUE,"A","SAC",0,1,"L",FALSE,38,93,0.409,12,33,0.363636363636364,0.813,26,60,0.433333333333333,240,13,16,13,36,49,21,8,6,11,22,101,-5,0,1,0,103.7,111.1,-4.9,-2.5,-7.3
"2007",2018,21701005,68,1610612754,FALSE,FALSE,FALSE,"A","IND",1,1,"W",TRUE,38,95,0.4,5,24,0.208333333333333,0.8,33,71,0.464788732394366,240,20,25,14,31,45,20,13,2,10,23,101,3,1,0,0,109.5,108.1,0.9,0.5,1.4
"2008",2018,21701011,67,1610612740,FALSE,FALSE,FALSE,"H","NOP",1,1,"W",TRUE,52,104,0.5,9,22,0.409090909090909,0.75,43,82,0.524390243902439,240,6,8,14,36,50,33,10,7,12,16,119,4,1,0,0,109.6,108.3,1,0.3,1.3
"2009",2018,21701009,68,1610612752,FALSE,FALSE,FALSE,"H","NYK",1,1,"L",FALSE,40,82,0.488,8,25,0.32,0.75,32,57,0.56140350877193,240,9,12,10,34,44,19,9,1,19,18,97,-13,0,0,0,107.1,110.7,-1.6,-2.1,-3.6
"2010",2018,21701014,69,1610612756,FALSE,FALSE,FALSE,"H","PHX",2,1,"L",FALSE,38,98,0.388,6,32,0.1875,0.833,32,66,0.484848484848485,240,25,30,11,36,47,17,10,2,18,21,107,-22,0,0,0,103.5,112.8,-5.1,-4.2,-9.3
"2011",2018,21701009,68,1610612742,FALSE,TRUE,FALSE,"A","DAL",1,2,"W",TRUE,40,89,0.449,14,35,0.4,0.889,26,54,0.481481481481481,240,16,18,12,28,40,22,11,1,12,15,110,13,1,0,0,106.3,109.5,-2.3,-0.9,-3.2
"2012",2018,21701006,69,1610612750,FALSE,TRUE,FALSE,"A","MIN",1,3,"W",TRUE,46,87,0.529,7,21,0.333333333333333,0.895,39,66,0.590909090909091,240,17,19,11,26,37,23,10,7,10,21,116,5,1,0,0,113.4,111.1,4.8,-2.4,2.3
"2013",2018,21701012,68,1610612753,TRUE,FALSE,FALSE,"A","ORL",2,0,"L",FALSE,28,82,0.341,7,23,0.304347826086957,1,21,59,0.355932203389831,240,9,9,9,32,41,16,5,3,21,19,72,-36,0,0,0,105.2,110.1,-3.4,-1.5,-4.9
"2014",2018,21701005,66,1610612755,FALSE,TRUE,FALSE,"H","PHI",1,1,"L",FALSE,35,75,0.467,10,30,0.333333333333333,0.818,25,45,0.555555555555556,240,18,22,7,41,48,24,3,7,21,25,98,-3,0,0,0,109.5,105,0.9,3.6,4.5
"2015",2018,21701006,68,1610612764,TRUE,FALSE,FALSE,"H","WAS",2,0,"L",FALSE,42,82,0.512,8,20,0.4,0.76,34,62,0.548387096774194,240,19,25,14,25,39,26,6,4,11,17,111,-5,0,0,0,109.3,108.7,0.7,-0.1,0.6
"2016",2018,21701007,70,1610612760,TRUE,FALSE,TRUE,"A","OKC",0,2,"W",TRUE,42,89,0.472,16,35,0.457142857142857,0.76,26,54,0.481481481481481,240,19,25,9,29,38,27,9,11,8,21,119,12,1,1,0,110.7,107.2,2.1,1.4,3.5
"2017",2018,21701012,68,1610612759,TRUE,FALSE,TRUE,"H","SAS",0,1,"W",TRUE,40,84,0.476,9,19,0.473684210526316,0.826,31,65,0.476923076923077,240,19,23,11,37,48,24,10,7,13,13,108,36,1,1,0,107.9,104.8,-0.7,3.8,3
"2018",2018,21701014,67,1610612739,FALSE,FALSE,FALSE,"A","CLE",1,1,"W",TRUE,43,87,0.494,17,35,0.485714285714286,0.867,26,52,0.5,240,26,30,5,39,44,25,12,9,20,25,129,22,1,0,0,112.9,111.9,4.2,-3.3,1
"2019",2018,21701007,68,1610612737,FALSE,FALSE,FALSE,"H","ATL",1,1,"L",FALSE,37,87,0.425,13,31,0.419354838709677,0.833,24,56,0.428571428571429,240,20,24,13,34,47,26,5,5,15,25,107,-12,0,0,0,105,110.6,-3.6,-2,-5.5
"2020",2018,21701015,68,1610612743,FALSE,FALSE,FALSE,"A","DEN",1,1,"L",FALSE,38,86,0.442,13,40,0.325,0.737,25,46,0.543478260869565,240,14,19,5,39,44,26,12,4,20,26,103,-9,0,0,0,112.5,111,3.9,-2.3,1.5
"2021",2018,21701010,66,1610612746,FALSE,TRUE,FALSE,"A","LAC",2,1,"W",TRUE,37,76,0.487,8,29,0.275862068965517,0.732,29,47,0.617021276595745,240,30,41,6,36,42,27,4,5,14,14,112,6,1,0,0,110.3,110.2,1.7,-1.6,0
"2022",2018,21701015,67,1610612747,TRUE,FALSE,FALSE,"H","LAL",1,0,"W",TRUE,40,90,0.444,15,40,0.375,0.68,25,50,0.5,240,17,25,12,40,52,20,6,3,17,23,112,9,1,0,0,106.5,108,-2.1,0.6,-1.5
"2023",2018,21701013,67,1610612765,FALSE,FALSE,FALSE,"A","DET",3,1,"L",FALSE,30,80,0.375,5,25,0.2,0.737,25,55,0.454545454545455,240,14,19,8,24,32,14,14,4,18,23,79,-31,0,0,0,107.2,107.3,-1.5,1.3,-0.2
"2024",2018,21701008,67,1610612761,FALSE,TRUE,FALSE,"A","TOR",1,1,"W",TRUE,44,91,0.484,11,31,0.354838709677419,0.81,33,60,0.55,240,17,21,13,40,53,27,7,6,11,20,116,14,1,0,0,113.8,105.9,5.2,2.8,7.9
"2025",2018,21701010,67,1610612741,FALSE,FALSE,FALSE,"H","CHI",1,1,"L",FALSE,43,101,0.426,7,29,0.241379310344828,0.867,36,72,0.5,240,13,15,11,34,45,26,11,2,9,28,106,-6,0,0,0,103.8,110.9,-4.9,-2.2,-7.1
"2026",2018,21701013,68,1610612762,FALSE,FALSE,FALSE,"H","UTA",1,1,"W",TRUE,42,76,0.553,13,34,0.382352941176471,0.565,29,42,0.69047619047619,240,13,23,11,41,52,29,10,5,24,22,110,31,1,0,0,108.4,103.9,-0.2,4.7,4.5
"2027",2018,21701008,68,1610612751,FALSE,TRUE,FALSE,"H","BKN",1,2,"L",FALSE,35,86,0.407,15,36,0.416666666666667,0.895,20,50,0.4,240,17,19,9,29,38,21,9,6,12,19,102,-14,0,0,0,106.9,110.6,-1.7,-2,-3.8
"2028",2018,21701011,68,1610612766,FALSE,FALSE,FALSE,"A","CHA",2,1,"L",FALSE,45,93,0.484,7,26,0.269230769230769,0.818,38,67,0.567164179104478,240,18,22,8,37,45,22,8,9,14,13,115,-4,0,0,0,109.4,109.1,0.8,-0.5,0.3
"2029",2018,21701017,69,1610612764,TRUE,FALSE,TRUE,"A","WAS",0,2,"W",TRUE,46,97,0.474,12,32,0.375,0.75,34,65,0.523076923076923,290,21,28,13,39,52,29,10,6,20,26,125,1,1,1,1,109.3,108.7,0.7,-0.1,0.6
"2030",2018,21701017,68,1610612738,FALSE,FALSE,FALSE,"H","BOS",2,1,"L",FALSE,48,99,0.485,12,26,0.461538461538462,0.696,36,73,0.493150684931507,290,16,23,10,34,44,30,9,5,17,22,124,-1,0,0,1,107.6,103.9,-1,4.7,3.7
"2031",2018,21701018,69,1610612758,FALSE,TRUE,FALSE,"H","SAC",1,1,"W",TRUE,48,94,0.511,8,24,0.333333333333333,0.76,40,70,0.571428571428571,265,19,25,8,35,43,23,6,7,11,21,123,4,1,0,1,103.7,111.1,-4.9,-2.5,-7.3
"2032",2018,21701018,69,1610612748,FALSE,FALSE,FALSE,"A","MIA",1,1,"L",FALSE,41,99,0.414,18,43,0.418604651162791,0.905,23,56,0.410714285714286,265,19,21,15,38,53,26,5,2,15,23,119,-4,0,0,1,106.8,106.3,-1.8,2.3,0.5
"2033",2018,21701019,68,1610612744,FALSE,TRUE,FALSE,"H","GSW",2,1,"W",TRUE,44,81,0.543,6,20,0.3,0.821,38,61,0.622950819672131,240,23,28,11,39,50,25,8,6,21,24,117,11,1,0,0,113.6,107.6,5,1,6
"2034",2018,21701019,68,1610612747,TRUE,FALSE,TRUE,"A","LAL",0,1,"L",FALSE,38,84,0.452,12,38,0.315789473684211,0.643,26,46,0.565217391304348,240,18,28,7,28,35,24,11,8,14,19,106,-11,0,1,0,106.5,108,-2.1,0.6,-1.5
"2035",2018,21701016,68,1610612749,FALSE,FALSE,FALSE,"A","MIL",1,2,"L",FALSE,49,98,0.5,10,24,0.416666666666667,0.75,39,74,0.527027027027027,240,9,12,9,28,37,28,12,5,11,20,117,-9,0,0,0,109.8,110.1,1.2,-1.5,-0.3
"2036",2018,21701016,69,1610612753,TRUE,FALSE,TRUE,"H","ORL",0,1,"W",TRUE,44,87,0.506,18,34,0.529411764705882,0.87,26,53,0.490566037735849,240,20,23,9,33,42,31,10,4,18,16,126,9,1,1,0,105.2,110.1,-3.4,-1.5,-4.9
"2037",2018,21701028,68,1610612739,FALSE,FALSE,FALSE,"A","CLE",1,1,"L",FALSE,41,80,0.513,11,33,0.333333333333333,0.571,30,47,0.638297872340426,240,12,21,2,32,34,17,5,7,11,21,105,-8,0,0,0,112.9,111.9,4.2,-3.3,1
"2038",2018,21701026,69,1610612743,FALSE,FALSE,FALSE,"H","DEN",1,1,"W",TRUE,43,85,0.506,12,28,0.428571428571429,0.786,31,57,0.543859649122807,240,22,28,10,35,45,26,7,8,16,15,120,7,1,0,0,112.5,111,3.9,-2.3,1.5
"2039",2018,21701026,68,1610612765,FALSE,FALSE,FALSE,"A","DET",1,1,"L",FALSE,44,92,0.478,14,27,0.518518518518518,0.647,30,65,0.461538461538462,240,11,17,9,32,41,30,8,4,11,20,113,-7,0,0,0,107.2,107.3,-1.5,1.3,-0.2
"2040",2018,21701022,67,1610612755,TRUE,FALSE,FALSE,"A","PHI",1,0,"W",TRUE,41,91,0.451,15,37,0.405405405405405,0.618,26,54,0.481481481481481,240,21,34,19,34,53,29,8,3,14,21,118,8,1,0,0,109.5,105,0.9,3.6,4.5
"2041",2018,21701021,69,1610612737,FALSE,FALSE,FALSE,"H","ATL",1,1,"L",FALSE,42,90,0.467,16,36,0.444444444444444,0.654,26,54,0.481481481481481,240,17,26,6,40,46,30,5,2,12,27,117,-12,0,0,0,105,110.6,-3.6,-2,-5.5
"2042",2018,21701022,69,1610612752,FALSE,FALSE,FALSE,"H","NYK",1,1,"L",FALSE,45,87,0.517,5,20,0.25,0.625,40,67,0.597014925373134,240,15,24,8,36,44,26,8,4,13,25,110,-8,0,0,0,107.1,110.7,-1.6,-2.1,-3.6
"2043",2018,21701028,68,1610612757,FALSE,TRUE,FALSE,"H","POR",2,1,"W",TRUE,43,96,0.448,12,35,0.342857142857143,0.789,31,61,0.508196721311475,240,15,19,13,37,50,26,4,3,7,15,113,8,1,0,0,109.1,106.4,0.4,2.2,2.7
"2044",2018,21701021,69,1610612766,FALSE,FALSE,FALSE,"A","CHA",1,1,"W",TRUE,46,87,0.529,17,33,0.515151515151515,0.667,29,54,0.537037037037037,240,20,30,6,39,45,30,3,3,10,21,129,12,1,0,0,109.4,109.1,0.8,-0.5,0.3
"2045",2018,21701023,68,1610612745,FALSE,TRUE,FALSE,"H","HOU",2,1,"W",TRUE,35,90,0.389,12,41,0.292682926829268,0.826,23,49,0.469387755102041,240,19,23,16,34,50,20,4,9,11,13,101,5,1,0,0,114.7,106.1,6.1,2.5,8.7
"2046",2018,21701023,67,1610612746,TRUE,FALSE,FALSE,"A","LAC",1,0,"L",FALSE,44,97,0.454,4,18,0.222222222222222,0.5,40,79,0.506329113924051,240,4,8,11,34,45,16,3,4,9,21,96,-5,0,0,0,110.3,110.2,1.7,-1.6,0
"2047",2018,21701024,68,1610612763,FALSE,FALSE,FALSE,"H","MEM",2,1,"L",FALSE,38,87,0.437,13,35,0.371428571428571,0.84,25,52,0.480769230769231,240,21,25,11,36,47,27,7,4,15,22,110,-1,0,0,0,104.5,111,-4.1,-2.4,-6.5
"2048",2018,21701020,69,1610612754,FALSE,FALSE,FALSE,"H","IND",1,1,"L",FALSE,40,93,0.43,7,24,0.291666666666667,0.706,33,69,0.478260869565217,240,12,17,11,23,34,17,12,1,8,25,99,-7,0,0,0,109.5,108.1,0.9,0.5,1.4
"2049",2018,21701025,69,1610612759,FALSE,FALSE,FALSE,"H","SAS",1,1,"W",TRUE,37,99,0.374,7,26,0.269230769230769,0.895,30,73,0.410958904109589,240,17,19,15,37,52,16,10,11,11,14,98,5,1,0,0,107.9,104.8,-0.7,3.8,3
"2050",2018,21701025,68,1610612740,FALSE,TRUE,FALSE,"A","NOP",1,1,"L",FALSE,36,90,0.4,6,16,0.375,0.938,30,74,0.405405405405405,240,15,16,12,41,53,18,7,7,16,18,93,-5,0,0,0,109.6,108.3,1,0.3,1.3
"2051",2018,21701020,68,1610612761,TRUE,FALSE,FALSE,"A","TOR",1,0,"W",TRUE,35,79,0.443,12,32,0.375,0.857,23,47,0.48936170212766,240,24,28,18,39,57,20,4,8,21,19,106,7,1,0,0,113.8,105.9,5.2,2.8,7.9
"2052",2018,21701027,70,1610612756,FALSE,FALSE,FALSE,"A","PHX",1,1,"L",FALSE,32,83,0.386,7,16,0.4375,0.708,25,67,0.373134328358209,240,17,24,9,42,51,14,4,4,22,25,88,-28,0,0,0,103.5,112.8,-5.1,-4.2,-9.3
"2053",2018,21701027,69,1610612762,FALSE,FALSE,FALSE,"H","UTA",1,1,"W",TRUE,42,97,0.433,12,36,0.333333333333333,0.625,30,61,0.491803278688525,240,20,32,14,39,53,29,12,8,7,20,116,28,1,0,0,108.4,103.9,-0.2,4.7,4.5
"2054",2018,21701024,68,1610612741,FALSE,FALSE,FALSE,"A","CHI",1,1,"W",TRUE,35,80,0.438,15,41,0.365853658536585,0.788,20,39,0.512820512820513,240,26,33,8,34,42,23,10,2,15,23,111,1,1,0,0,103.8,110.9,-4.9,-2.2,-7.1
"2055",2018,21701029,69,1610612738,FALSE,FALSE,FALSE,"A","BOS",1,1,"W",TRUE,31,82,0.378,9,26,0.346153846153846,0.75,22,56,0.392857142857143,240,21,28,16,39,55,16,7,6,19,17,92,9,1,0,0,107.6,103.9,-1,4.7,3.7
"2056",2018,21701029,70,1610612753,FALSE,FALSE,FALSE,"H","ORL",1,3,"L",FALSE,34,87,0.391,5,28,0.178571428571429,0.909,29,59,0.491525423728814,240,10,11,7,33,40,14,12,7,15,23,83,-9,0,0,0,105.2,110.1,-3.4,-1.5,-4.9
"2057",2018,21701031,69,1610612761,TRUE,FALSE,TRUE,"H","TOR",0,1,"W",TRUE,43,91,0.473,10,30,0.333333333333333,0.839,33,61,0.540983606557377,265,26,31,12,33,45,26,5,8,14,21,122,7,1,1,1,113.8,105.9,5.2,2.8,7.9
"2058",2018,21701030,68,1610612755,TRUE,FALSE,TRUE,"H","PHI",0,2,"W",TRUE,43,95,0.453,12,27,0.444444444444444,0.846,31,68,0.455882352941176,240,22,26,13,29,42,30,9,3,5,21,120,4,1,1,0,109.5,105,0.9,3.6,4.5
"2059",2018,21701031,69,1610612742,TRUE,FALSE,FALSE,"A","DAL",2,0,"L",FALSE,48,91,0.527,6,22,0.272727272727273,0.722,42,69,0.608695652173913,265,13,18,6,30,36,25,7,5,12,27,115,-7,0,0,1,106.3,109.5,-2.3,-0.9,-3.2
"2060",2018,21701033,69,1610612744,TRUE,FALSE,FALSE,"H","GSW",1,0,"L",FALSE,34,81,0.42,12,26,0.461538461538462,0.722,22,55,0.4,240,13,18,9,31,40,21,10,5,12,21,93,-5,0,0,0,113.6,107.6,5,1,6
"2061",2018,21701034,69,1610612747,FALSE,FALSE,FALSE,"H","LAL",1,2,"L",FALSE,32,76,0.421,9,19,0.473684210526316,0.818,23,57,0.403508771929825,240,18,22,7,42,49,22,5,4,20,17,91,-1,0,0,0,106.5,108,-2.1,0.6,-1.5
"2062",2018,21701033,70,1610612758,TRUE,FALSE,FALSE,"A","SAC",1,0,"W",TRUE,36,83,0.434,14,31,0.451612903225806,0.706,22,52,0.423076923076923,240,12,17,11,36,47,25,7,4,14,16,98,5,1,0,0,103.7,111.1,-4.9,-2.5,-7.3
"2063",2018,21701032,71,1610612760,FALSE,FALSE,FALSE,"H","OKC",2,1,"W",TRUE,46,94,0.489,11,32,0.34375,0.818,35,62,0.564516129032258,240,18,22,17,29,46,30,17,10,14,20,121,8,1,0,0,110.7,107.2,2.1,1.4,3.5
"2064",2018,21701032,68,1610612746,TRUE,FALSE,TRUE,"A","LAC",0,1,"L",FALSE,42,86,0.488,11,26,0.423076923076923,0.783,31,60,0.516666666666667,240,18,23,16,32,48,21,10,3,23,18,113,-8,0,1,0,110.3,110.2,1.7,-1.6,0
"2065",2018,21701034,70,1610612748,FALSE,FALSE,FALSE,"A","MIA",1,2,"W",TRUE,36,94,0.383,10,36,0.277777777777778,0.714,26,58,0.448275862068966,240,10,14,12,31,43,23,14,6,11,18,92,1,1,0,0,106.8,106.3,-1.8,2.3,0.5
"2066",2018,21701030,69,1610612751,TRUE,FALSE,FALSE,"A","BKN",2,0,"L",FALSE,40,89,0.449,15,30,0.5,0.778,25,59,0.423728813559322,240,21,27,11,36,47,25,4,5,12,22,116,-4,0,0,0,106.9,110.6,-1.7,-2,-3.8
"2067",2018,21701045,69,1610612757,TRUE,FALSE,FALSE,"H","POR",1,0,"W",TRUE,38,87,0.437,8,31,0.258064516129032,0.889,30,56,0.535714285714286,240,16,18,9,40,49,23,8,8,11,17,100,13,1,0,0,109.1,106.4,0.4,2.2,2.7
"2068",2018,21701045,69,1610612765,FALSE,TRUE,FALSE,"A","DET",1,1,"L",FALSE,31,80,0.388,10,25,0.4,0.75,21,55,0.381818181818182,240,15,20,8,35,43,17,6,2,12,16,87,-13,0,0,0,107.2,107.3,-1.5,1.3,-0.2
"2069",2018,21701035,70,1610612754,FALSE,FALSE,FALSE,"A","IND",1,1,"L",FALSE,39,86,0.453,12,24,0.5,0.8,27,62,0.435483870967742,240,12,15,10,28,38,24,6,4,15,18,102,-7,0,0,0,109.5,108.1,0.9,0.5,1.4
"2070",2018,21701037,70,1610612751,TRUE,FALSE,TRUE,"H","BKN",0,1,"W",TRUE,43,84,0.512,14,36,0.388888888888889,0.737,29,48,0.604166666666667,240,14,19,10,33,43,25,4,6,10,14,114,8,1,1,0,106.9,110.6,-1.7,-2,-3.8
"2071",2018,21701037,70,1610612742,TRUE,FALSE,TRUE,"A","DAL",0,2,"L",FALSE,41,92,0.446,12,22,0.545454545454545,0.857,29,70,0.414285714285714,240,12,14,13,32,45,25,5,3,10,21,106,-8,0,1,0,106.3,109.5,-2.3,-0.9,-3.2
"2072",2018,21701035,70,1610612764,FALSE,FALSE,FALSE,"H","WAS",2,3,"W",TRUE,40,74,0.541,10,20,0.5,0.826,30,54,0.555555555555556,240,19,23,6,32,38,29,9,2,14,17,109,7,1,0,0,109.3,108.7,0.7,-0.1,0.6
"2073",2018,21701043,70,1610612762,FALSE,FALSE,FALSE,"H","UTA",1,2,"W",TRUE,33,74,0.446,6,24,0.25,0.816,27,50,0.54,240,31,38,8,40,48,21,8,8,16,13,103,6,1,0,0,108.4,103.9,-0.2,4.7,4.5
"2074",2018,21701043,71,1610612758,TRUE,FALSE,TRUE,"A","SAC",0,1,"L",FALSE,37,86,0.43,14,21,0.666666666666667,0.643,23,65,0.353846153846154,240,9,14,3,30,33,23,11,5,14,30,97,-6,0,1,0,103.7,111.1,-4.9,-2.5,-7.3
"2075",2018,21701044,70,1610612744,TRUE,FALSE,TRUE,"A","GSW",0,1,"W",TRUE,50,95,0.526,13,31,0.419354838709677,0.786,37,64,0.578125,240,11,14,9,34,43,29,8,9,14,21,124,15,1,1,0,113.6,107.6,5,1,6
"2076",2018,21701036,69,1610612745,TRUE,FALSE,FALSE,"A","HOU",1,0,"W",TRUE,39,93,0.419,15,41,0.365853658536585,0.778,24,52,0.461538461538462,240,14,18,13,33,46,19,8,7,8,19,107,6,1,0,0,114.7,106.1,6.1,2.5,8.7
"2077",2018,21701041,70,1610612737,FALSE,FALSE,FALSE,"A","ATL",1,2,"L",FALSE,39,85,0.459,12,36,0.333333333333333,0.964,27,49,0.551020408163265,240,27,28,8,36,44,23,7,4,19,25,117,-5,0,0,0,105,110.6,-3.6,-2,-5.5
"2078",2018,21701041,69,1610612749,FALSE,FALSE,FALSE,"H","MIL",2,1,"W",TRUE,41,86,0.477,11,25,0.44,0.906,30,61,0.491803278688525,240,29,32,9,35,44,31,12,8,12,24,122,5,1,0,0,109.8,110.1,1.2,-1.5,-0.3
"2079",2018,21701042,70,1610612750,TRUE,FALSE,FALSE,"A","MIN",3,0,"L",FALSE,39,81,0.481,7,12,0.583333333333333,0.8,32,69,0.463768115942029,240,16,20,10,24,34,22,3,2,16,16,101,-16,0,0,0,113.4,111.1,4.8,-2.4,2.3
"2080",2018,21701042,70,1610612759,FALSE,FALSE,FALSE,"H","SAS",1,1,"W",TRUE,49,96,0.51,6,26,0.230769230769231,0.929,43,70,0.614285714285714,240,13,14,14,27,41,32,11,8,5,17,117,16,1,0,0,107.9,104.8,-0.7,3.8,3
"2081",2018,21701044,71,1610612756,FALSE,FALSE,FALSE,"H","PHX",1,2,"L",FALSE,39,82,0.476,11,24,0.458333333333333,0.69,28,58,0.482758620689655,240,20,29,9,33,42,22,8,5,19,19,109,-15,0,0,0,103.5,112.8,-5.1,-4.2,-9.3
"2082",2018,21701038,70,1610612752,FALSE,FALSE,FALSE,"H","NYK",1,1,"W",TRUE,49,100,0.49,12,26,0.461538461538462,0.778,37,74,0.5,240,14,18,12,44,56,24,7,5,8,22,124,23,1,0,0,107.1,110.7,-1.6,-2.1,-3.6
"2083",2018,21701036,69,1610612740,TRUE,FALSE,FALSE,"H","NOP",1,0,"L",FALSE,41,83,0.494,8,24,0.333333333333333,0.917,33,59,0.559322033898305,240,11,12,6,34,40,18,4,8,12,19,101,-6,0,0,0,109.6,108.3,1,0.3,1.3
"2084",2018,21701038,70,1610612766,FALSE,FALSE,FALSE,"A","CHA",1,1,"L",FALSE,33,90,0.367,9,33,0.272727272727273,0.813,24,57,0.421052631578947,240,26,32,13,37,50,11,7,5,10,13,101,-23,0,0,0,109.4,109.1,0.8,-0.5,0.3
"2085",2018,21701039,69,1610612739,FALSE,FALSE,FALSE,"A","CLE",1,1,"W",TRUE,44,87,0.506,13,37,0.351351351351351,0.65,31,50,0.62,240,13,20,11,33,44,25,4,5,13,14,114,5,1,0,0,112.9,111.9,4.2,-3.3,1
"2086",2018,21701040,70,1610612743,FALSE,FALSE,FALSE,"A","DEN",1,1,"L",FALSE,32,87,0.368,9,33,0.272727272727273,0.724,23,54,0.425925925925926,240,21,29,18,31,49,17,10,5,10,25,94,-7,0,0,0,112.5,111,3.9,-2.3,1.5
