"","year","game_ID","home_numberGame","home_ID_team","home_isB2B","home_isB2BFirst","home_isB2BSecond","home_name","home_countDaysRest","home_countDaysNextGame","home_outcomeGame","home_isWin","home_fieldgoal_made","home_fieldgoal_attempts","home_fieldgoal_percent","home_fieldgoal3_made","home_fieldgoal3_attempts","home_fieldgoal3_percent","home_freethrow_percent","home_fieldgoal2_made","home_fieldgoal2_attempts","home_pctFG2","minutes","home_freethrow_made","home_freethrow_attempts","home_off_reb","home_def_reb","home_total_reb","home_assists","home_steals","home_blocks","home_turnovers","home_personalfouls","home_points","home_plusminus","home_ind_Win","home_ind_SecondB2B","home_ind_overtime","home_offensive_rating","home_defensive_rating","home_RAPTOR_offensive","home_RAPTOR_defensive","home_RAPTOR_net","away_numberGame","away_ID_team","away_isB2B","away_isB2BFirst","away_isB2BSecond","away_name","away_countDaysRest","away_countDaysNextGame","away_outcomeGame","away_isWin","away_fieldgoal_made","away_fieldgoal_attempts","away_fieldgoal_percent","away_fieldgoal3_made","away_fieldgoal3_attempts","away_fieldgoal3_percent","away_freethrow_percent","away_fieldgoal2_made","away_fieldgoal2_attempts","away_pctFG2","away_freethrow_made","away_freethrow_attempts","away_off_reb","away_def_reb","away_total_reb","away_assists","away_steals","away_blocks","away_turnovers","away_personalfouls","away_points","away_plusminus","away_ind_Win","away_ind_SecondB2B","away_ind_overtime","away_offensive_rating","away_defensive_rating","away_RAPTOR_offensive","away_RAPTOR_defensive","away_RAPTOR_net"
"5111",2022,22100519,32,1610612741,FALSE,TRUE,FALSE,"CHI",1,1,"W",TRUE,52,84,0.619,10,22,0.454545454545455,0.773,42,62,0.67741935483871,240,17,22,6,35,41,38,9,6,15,18,131,14,1,0,0,113.2,113.6,1.3,-1.7,-0.4,34,1610612737,FALSE,FALSE,FALSE,"ATL",1,1,"L",FALSE,44,92,0.478,11,26,0.423076923076923,0.692,33,66,0.5,18,26,10,27,37,26,6,3,11,17,117,-14,0,0,0,116.5,114.9,4.5,-2.9,1.6
"5112",2022,22100517,35,1610612754,FALSE,FALSE,FALSE,"IND",2,1,"L",FALSE,36,86,0.419,17,45,0.377777777777778,0.655,19,41,0.463414634146341,240,19,29,10,35,45,25,8,6,18,20,108,-8,0,0,0,112.6,116.1,0.6,-4.1,-3.5,36,1610612766,FALSE,TRUE,FALSE,"CHA",1,3,"W",TRUE,44,85,0.518,9,26,0.346153846153846,0.594,35,59,0.593220338983051,19,32,8,40,48,27,12,5,14,20,116,8,1,0,0,114.1,113.7,2.2,-1.7,0.4
"5113",2022,22100522,34,1610612756,FALSE,FALSE,FALSE,"PHX",1,1,"W",TRUE,41,89,0.461,12,34,0.352941176470588,0.75,29,55,0.527272727272727,240,21,28,18,38,56,22,7,7,15,15,115,18,1,0,0,114.8,107.3,2.9,4.6,7.5,34,1610612760,TRUE,FALSE,TRUE,"OKC",0,1,"L",FALSE,38,96,0.396,7,35,0.2,0.875,31,61,0.508196721311475,14,16,14,31,45,19,6,1,12,24,97,-18,0,1,0,104.6,112.8,-7.4,-0.8,-8.2
"5114",2022,22100525,33,1610612751,FALSE,FALSE,FALSE,"BKN",2,1,"L",FALSE,37,81,0.457,7,27,0.259259259259259,0.778,30,54,0.555555555555556,240,21,27,12,40,52,21,4,9,18,22,102,-8,0,0,0,113.6,112.8,1.6,-0.8,0.8,35,1610612755,FALSE,FALSE,FALSE,"PHI",1,3,"W",TRUE,42,100,0.42,13,32,0.40625,0.65,29,68,0.426470588235294,13,20,14,29,43,22,10,4,8,20,110,8,1,0,0,113.5,110.8,1.6,1.1,2.7
"5115",2022,22100527,35,1610612764,FALSE,FALSE,FALSE,"WAS",1,1,"W",TRUE,45,90,0.5,9,29,0.310344827586207,0.647,36,61,0.590163934426229,240,11,17,10,37,47,27,7,8,8,19,110,17,1,0,0,111.1,114.5,-0.9,-2.6,-3.5,35,1610612739,TRUE,FALSE,FALSE,"CLE",1,0,"L",FALSE,35,83,0.422,8,28,0.285714285714286,0.652,27,55,0.490909090909091,15,23,8,36,44,20,4,3,13,17,93,-17,0,0,0,111.9,109.7,-0.1,2.3,2.2
"5116",2022,22100526,36,1610612753,FALSE,TRUE,FALSE,"ORL",1,2,"L",FALSE,42,87,0.483,13,36,0.361111111111111,0.778,29,51,0.568627450980392,240,21,27,6,27,33,26,5,1,10,26,118,-18,0,0,0,104.5,112.5,-7.5,-0.6,-8,37,1610612749,FALSE,FALSE,FALSE,"MIL",1,1,"W",TRUE,45,91,0.495,13,33,0.393939393939394,0.917,32,58,0.551724137931034,33,36,14,36,50,24,7,6,13,19,136,18,1,0,0,115.1,111.8,3.2,0.2,3.3
"5117",2022,22100538,37,1610612747,FALSE,FALSE,FALSE,"LAL",1,1,"W",TRUE,47,85,0.553,19,41,0.463414634146341,0.867,28,44,0.636363636363636,240,26,30,5,42,47,27,6,9,7,21,139,33,1,0,0,110.3,113.3,-1.7,-1.3,-3,35,1610612757,FALSE,FALSE,FALSE,"POR",1,2,"L",FALSE,36,102,0.353,12,42,0.285714285714286,0.815,24,60,0.4,22,27,21,33,54,19,4,2,9,22,106,-33,0,0,0,107.8,116.9,-4.1,-4.9,-9
"5118",2022,22100537,35,1610612762,TRUE,FALSE,FALSE,"UTA",1,0,"W",TRUE,37,78,0.474,11,29,0.379310344827586,0.854,26,49,0.530612244897959,240,35,41,10,39,49,18,4,5,18,20,120,12,1,0,0,116.7,110.5,4.7,1.5,6.2,35,1610612750,FALSE,TRUE,FALSE,"MIN",2,1,"L",FALSE,40,93,0.43,14,41,0.341463414634146,0.636,26,52,0.5,14,22,11,30,41,23,9,5,10,30,108,-12,0,0,0,114.3,111.7,2.4,0.2,2.6
"5119",2022,22100530,36,1610612754,FALSE,FALSE,FALSE,"IND",1,1,"L",FALSE,38,91,0.418,8,31,0.258064516129032,0.759,30,60,0.5,240,22,29,17,38,55,23,7,8,17,22,106,-2,0,0,0,112.6,116.1,0.6,-4.1,-3.5,33,1610612741,TRUE,FALSE,FALSE,"CHI",1,0,"W",TRUE,35,86,0.407,12,27,0.444444444444444,0.867,23,59,0.389830508474576,26,30,8,34,42,22,11,5,11,19,108,2,1,0,0,113.2,113.6,1.3,-1.7,-0.4
"5120",2022,22100535,37,1610612763,FALSE,TRUE,FALSE,"MEM",1,2,"W",TRUE,49,102,0.48,10,26,0.384615384615385,0.625,39,76,0.513157894736842,240,10,16,16,42,58,28,7,11,10,18,118,13,1,0,0,114.6,109,2.7,3,5.6,34,1610612759,TRUE,FALSE,FALSE,"SAS",3,0,"L",FALSE,39,90,0.433,12,35,0.342857142857143,0.625,27,55,0.490909090909091,15,24,11,36,47,24,3,8,11,15,105,-13,0,0,0,112.4,112.3,0.4,-0.3,0.1
"5121",2022,22100536,35,1610612760,FALSE,FALSE,FALSE,"OKC",1,1,"W",TRUE,36,87,0.414,18,43,0.418604651162791,0.714,18,44,0.409090909090909,240,5,7,7,42,49,21,6,3,10,17,95,15,1,0,0,104.6,112.8,-7.4,-0.8,-8.2,36,1610612752,FALSE,FALSE,FALSE,"NYK",1,1,"L",FALSE,30,81,0.37,8,41,0.195121951219512,0.545,22,40,0.55,12,22,5,43,48,12,6,3,10,12,80,-15,0,0,0,110.4,110.5,-1.5,1.4,-0.1
"5122",2022,22100532,36,1610612745,TRUE,FALSE,FALSE,"HOU",2,0,"L",FALSE,41,93,0.441,14,42,0.333333333333333,0.824,27,51,0.529411764705882,240,14,17,15,31,46,21,9,4,18,27,110,-10,0,0,0,108.4,116.7,-3.6,-4.8,-8.4,36,1610612748,FALSE,TRUE,FALSE,"MIA",2,1,"W",TRUE,40,86,0.465,14,33,0.424242424242424,0.839,26,53,0.490566037735849,26,31,11,32,43,21,7,6,14,16,120,10,1,0,0,113.7,109.1,1.7,2.9,4.6
"5123",2022,22100533,36,1610612739,TRUE,FALSE,TRUE,"CLE",0,1,"L",FALSE,48,84,0.571,8,25,0.32,0.583,40,59,0.677966101694915,240,14,24,8,38,46,27,1,8,9,18,118,-3,0,1,0,111.9,109.7,-0.1,2.3,2.2,35,1610612737,FALSE,FALSE,FALSE,"ATL",1,2,"W",TRUE,43,97,0.443,16,38,0.421052631578947,0.905,27,59,0.457627118644068,19,21,14,30,44,23,8,4,2,23,121,3,1,0,0,116.5,114.9,4.5,-2.9,1.6
"5124",2022,22100534,32,1610612761,FALSE,FALSE,FALSE,"TOR",2,1,"W",TRUE,40,96,0.417,11,35,0.314285714285714,0.758,29,61,0.475409836065574,240,25,33,18,36,54,19,8,4,7,18,116,8,1,0,0,112.9,110.5,0.9,1.4,2.4,36,1610612746,TRUE,FALSE,FALSE,"LAC",1,0,"L",FALSE,38,78,0.487,15,34,0.441176470588235,0.895,23,44,0.522727272727273,17,19,3,34,37,27,6,7,13,24,108,-8,0,0,0,110.1,110.1,-1.9,1.9,0
"5125",2022,22100531,37,1610612758,FALSE,FALSE,FALSE,"SAC",1,1,"L",FALSE,38,91,0.418,10,29,0.344827586206897,0.833,28,62,0.451612903225806,240,10,12,8,25,33,25,7,4,10,16,96,-16,0,0,0,109.9,115.3,-2.1,-3.3,-5.4,35,1610612742,FALSE,TRUE,FALSE,"DAL",1,1,"W",TRUE,42,81,0.519,9,22,0.409090909090909,0.864,33,59,0.559322033898305,19,22,10,37,47,30,5,7,13,14,112,16,1,0,0,112.8,109.4,0.9,2.6,3.5
"5126",2022,22100529,36,1610612738,FALSE,FALSE,FALSE,"BOS",1,1,"W",TRUE,45,83,0.542,10,27,0.37037037037037,0.885,35,56,0.625,240,23,26,13,38,51,28,6,7,18,18,123,15,1,0,0,114.4,106.9,2.4,5,7.5,35,1610612756,FALSE,FALSE,FALSE,"PHX",1,1,"L",FALSE,41,100,0.41,11,35,0.314285714285714,0.938,30,65,0.461538461538462,15,16,15,22,37,20,10,2,10,21,108,-15,0,0,0,114.8,107.3,2.9,4.6,7.5
"5127",2022,22100539,38,1610612749,FALSE,FALSE,FALSE,"MIL",1,1,"W",TRUE,49,92,0.533,23,48,0.479166666666667,0.833,26,44,0.590909090909091,240,15,18,4,44,48,27,10,4,14,20,136,23,1,0,0,115.1,111.8,3.2,0.2,3.3,36,1610612740,FALSE,TRUE,FALSE,"NOP",3,1,"L",FALSE,39,95,0.411,16,51,0.313725490196078,0.633,23,44,0.522727272727273,19,30,14,36,50,28,10,5,15,16,113,-23,0,0,0,112,113,0,-1,-1
"5128",2022,22100540,34,1610612765,FALSE,FALSE,FALSE,"DET",2,1,"W",TRUE,41,101,0.406,9,35,0.257142857142857,0.788,32,66,0.484848484848485,265,26,33,22,41,63,18,12,6,21,23,117,1,1,0,1,106,113.8,-5.9,-1.9,-7.8,35,1610612759,TRUE,TRUE,TRUE,"SAS",0,2,"L",FALSE,42,102,0.412,12,40,0.3,0.714,30,62,0.483870967741935,20,28,13,35,48,30,8,3,17,27,116,-1,0,1,1,112.4,112.3,0.4,-0.3,0.1
"5129",2022,22100544,36,1610612762,TRUE,FALSE,TRUE,"UTA",0,1,"L",FALSE,40,92,0.435,14,44,0.318181818181818,0.786,26,48,0.541666666666667,240,22,28,15,30,45,19,7,0,13,21,116,-7,0,1,0,116.7,110.5,4.7,1.5,6.2,35,1610612744,FALSE,FALSE,FALSE,"GSW",3,1,"W",TRUE,46,86,0.535,17,32,0.53125,0.667,29,54,0.537037037037037,14,21,7,33,40,39,10,2,15,24,123,7,1,0,0,112.5,106.9,0.5,5.1,5.6
"5130",2022,22100541,36,1610612764,FALSE,FALSE,FALSE,"WAS",1,1,"L",FALSE,46,87,0.529,6,27,0.222222222222222,0.808,40,60,0.666666666666667,240,21,26,6,37,43,26,9,3,12,22,119,-1,0,0,0,111.1,114.5,-0.9,-2.6,-3.5,34,1610612741,TRUE,FALSE,TRUE,"CHI",0,1,"W",TRUE,41,84,0.488,17,34,0.5,0.84,24,50,0.48,21,25,6,38,44,17,4,4,15,24,120,1,1,1,0,113.2,113.6,1.3,-1.7,-0.4
"5131",2022,22100542,34,1610612751,FALSE,FALSE,FALSE,"BKN",1,1,"L",FALSE,42,97,0.433,11,33,0.333333333333333,0.84,31,64,0.484375,240,21,25,17,40,57,26,9,2,15,20,116,-4,0,0,0,113.6,112.8,1.6,-0.8,0.8,37,1610612746,TRUE,FALSE,TRUE,"LAC",0,1,"W",TRUE,42,86,0.488,14,36,0.388888888888889,0.71,28,50,0.56,22,31,7,33,40,23,7,6,11,19,120,4,1,1,0,110.1,110.1,-1.9,1.9,0
"5132",2022,22100543,37,1610612745,TRUE,FALSE,TRUE,"HOU",0,1,"L",FALSE,37,85,0.435,16,42,0.380952380952381,0.875,21,43,0.488372093023256,240,21,24,13,23,36,20,10,4,18,24,111,-13,0,1,0,108.4,116.7,-3.6,-4.8,-8.4,34,1610612743,FALSE,FALSE,FALSE,"DEN",3,1,"W",TRUE,46,86,0.535,10,32,0.3125,0.815,36,54,0.666666666666667,22,27,13,33,46,33,10,6,18,23,124,13,1,0,0,114.5,112.1,2.5,-0.2,2.3
"5133",2022,22100549,37,1610612766,TRUE,FALSE,FALSE,"CHA",3,0,"L",FALSE,39,85,0.459,9,35,0.257142857142857,0.571,30,50,0.6,240,12,21,5,29,34,27,10,9,18,15,99,-34,0,0,0,114.1,113.7,2.2,-1.7,0.4,36,1610612756,FALSE,FALSE,FALSE,"PHX",1,1,"W",TRUE,52,103,0.505,17,41,0.414634146341463,1,35,62,0.564516129032258,12,12,14,39,53,36,15,4,17,21,133,34,1,0,0,114.8,107.3,2.9,4.6,7.5
"5134",2022,22100545,33,1610612761,FALSE,TRUE,FALSE,"TOR",1,1,"W",TRUE,41,86,0.477,13,34,0.382352941176471,0.833,28,52,0.538461538461538,240,25,30,11,33,44,21,9,5,17,27,120,15,1,0,0,112.9,110.5,0.9,1.4,2.4,37,1610612752,FALSE,FALSE,FALSE,"NYK",1,1,"L",FALSE,35,78,0.449,12,36,0.333333333333333,0.821,23,42,0.547619047619048,23,28,7,23,30,22,11,4,18,26,105,-15,0,0,0,110.4,110.5,-1.5,1.4,-0.1
"5135",2022,22100546,37,1610612738,FALSE,TRUE,FALSE,"BOS",1,2,"W",TRUE,39,86,0.453,13,36,0.361111111111111,0.893,26,50,0.52,265,25,28,9,37,46,25,5,10,22,23,116,5,1,0,1,114.4,106.9,2.4,5,7.5,37,1610612753,TRUE,FALSE,FALSE,"ORL",2,0,"L",FALSE,40,95,0.421,9,27,0.333333333333333,0.815,31,68,0.455882352941176,22,27,10,35,45,17,12,3,16,24,111,-5,0,0,1,104.5,112.5,-7.5,-0.6,-8
"5136",2022,22100550,36,1610612760,FALSE,FALSE,FALSE,"OKC",1,2,"L",FALSE,35,85,0.412,10,30,0.333333333333333,0.667,25,55,0.454545454545455,240,6,9,7,34,41,20,11,4,11,16,86,-9,0,0,0,104.6,112.8,-7.4,-0.8,-8.2,36,1610612742,TRUE,FALSE,FALSE,"DAL",1,0,"W",TRUE,38,85,0.447,14,39,0.358974358974359,0.714,24,46,0.521739130434783,5,7,7,41,48,28,9,3,16,12,95,9,1,0,0,112.8,109.4,0.9,2.6,3.5
"5137",2022,22100551,38,1610612747,FALSE,FALSE,FALSE,"LAL",1,1,"W",TRUE,36,75,0.48,13,41,0.317073170731707,0.793,23,34,0.676470588235294,240,23,29,4,24,28,20,13,5,18,16,108,5,1,0,0,110.3,113.3,-1.7,-1.3,-3,36,1610612750,TRUE,FALSE,FALSE,"MIN",1,0,"L",FALSE,41,92,0.446,9,38,0.236842105263158,0.75,32,54,0.592592592592593,12,16,20,36,56,21,9,2,24,22,103,-5,0,0,0,114.3,111.7,2.4,0.2,2.6
"5138",2022,22100548,38,1610612758,FALSE,TRUE,FALSE,"SAC",1,1,"W",TRUE,40,78,0.513,13,34,0.382352941176471,0.815,27,44,0.613636363636364,240,22,27,7,32,39,31,3,2,16,18,115,2,1,0,0,109.9,115.3,-2.1,-3.3,-5.4,37,1610612748,TRUE,FALSE,FALSE,"MIA",1,0,"L",FALSE,46,105,0.438,9,33,0.272727272727273,1,37,72,0.513888888888889,12,12,18,31,49,26,4,3,9,18,113,-2,0,0,0,113.7,109.1,1.7,2.9,4.6
"5139",2022,22100547,37,1610612739,FALSE,FALSE,FALSE,"CLE",1,1,"W",TRUE,41,88,0.466,6,26,0.230769230769231,0.714,35,62,0.564516129032258,240,20,28,12,36,48,26,6,4,11,11,108,4,1,0,0,111.9,109.7,-0.1,2.3,2.2,37,1610612754,FALSE,TRUE,FALSE,"IND",1,1,"L",FALSE,37,83,0.446,19,46,0.41304347826087,0.786,18,37,0.486486486486487,11,14,9,30,39,24,6,6,14,24,104,-4,0,0,0,112.6,116.1,0.6,-4.1,-3.5
"5140",2022,22100561,38,1610612746,FALSE,FALSE,FALSE,"LAC",1,2,"L",FALSE,39,78,0.5,11,32,0.34375,0.882,28,46,0.608695652173913,240,15,17,4,27,31,22,12,3,21,10,104,-18,0,0,0,110.1,110.1,-1.9,1.9,0,37,1610612750,TRUE,FALSE,TRUE,"MIN",0,1,"W",TRUE,49,93,0.527,16,45,0.355555555555556,0.889,33,48,0.6875,8,9,11,29,40,34,9,4,17,14,122,18,1,1,0,114.3,111.7,2.4,0.2,2.6
"5141",2022,22100558,37,1610612742,TRUE,FALSE,TRUE,"DAL",0,1,"W",TRUE,35,78,0.449,14,37,0.378378378378378,0.905,21,41,0.51219512195122,240,19,21,5,23,28,23,12,5,11,21,103,14,1,1,0,112.8,109.4,0.9,2.6,3.5,35,1610612743,FALSE,FALSE,FALSE,"DEN",1,1,"L",FALSE,31,67,0.463,6,25,0.24,0.724,25,42,0.595238095238095,21,29,11,36,47,21,6,1,26,24,89,-14,0,0,0,114.5,112.1,2.5,-0.2,2.3
"5142",2022,22100555,35,1610612741,FALSE,FALSE,FALSE,"CHI",1,3,"W",TRUE,37,86,0.43,11,31,0.354838709677419,0.739,26,55,0.472727272727273,240,17,23,10,39,49,17,10,4,13,16,102,4,1,0,0,113.2,113.6,1.3,-1.7,-0.4,38,1610612753,TRUE,FALSE,TRUE,"ORL",0,1,"L",FALSE,36,85,0.424,10,27,0.37037037037037,0.889,26,58,0.448275862068966,16,18,5,39,44,24,5,2,13,17,98,-4,0,1,0,104.5,112.5,-7.5,-0.6,-8
"5143",2022,22100554,35,1610612751,FALSE,FALSE,FALSE,"BKN",1,1,"L",FALSE,37,82,0.451,9,31,0.290322580645161,0.808,28,51,0.549019607843137,240,21,26,8,25,33,28,10,10,13,20,104,-14,0,0,0,113.6,112.8,1.6,-0.8,0.8,38,1610612763,TRUE,FALSE,FALSE,"MEM",2,0,"W",TRUE,48,102,0.471,10,35,0.285714285714286,0.571,38,67,0.567164179104478,12,21,23,38,61,24,11,5,13,21,118,14,1,0,0,114.6,109,2.7,3,5.6
"5144",2022,22100560,36,1610612757,FALSE,FALSE,FALSE,"POR",2,1,"W",TRUE,47,89,0.528,18,41,0.439024390243902,0.857,29,48,0.604166666666667,240,24,28,12,29,41,29,10,3,10,19,136,5,1,0,0,107.8,116.9,-4.1,-4.9,-9,36,1610612737,FALSE,FALSE,FALSE,"ATL",2,1,"L",FALSE,48,88,0.545,14,41,0.341463414634146,0.875,34,47,0.723404255319149,21,24,9,30,39,31,6,1,13,24,131,-5,0,0,0,116.5,114.9,4.5,-2.9,1.6
"5145",2022,22100553,37,1610612764,FALSE,FALSE,FALSE,"WAS",1,1,"W",TRUE,40,87,0.46,16,38,0.421052631578947,0.903,24,49,0.489795918367347,240,28,31,10,41,51,26,5,4,15,12,124,3,1,0,0,111.1,114.5,-0.9,-2.6,-3.5,38,1610612766,TRUE,FALSE,TRUE,"CHA",0,1,"L",FALSE,50,104,0.481,14,38,0.368421052631579,0.538,36,66,0.545454545454545,7,13,13,32,45,28,14,5,9,22,121,-3,0,1,0,114.1,113.7,2.2,-1.7,0.4
"5146",2022,22100552,36,1610612755,FALSE,FALSE,FALSE,"PHI",3,1,"W",TRUE,50,96,0.521,17,40,0.425,0.941,33,56,0.589285714285714,240,16,17,12,42,54,33,7,7,14,21,133,20,1,0,0,113.5,110.8,1.6,1.1,2.7,38,1610612745,FALSE,FALSE,FALSE,"HOU",1,1,"L",FALSE,37,89,0.416,15,44,0.340909090909091,0.727,22,45,0.488888888888889,24,33,11,31,42,25,6,4,11,16,113,-20,0,0,0,108.4,116.7,-3.6,-4.8,-8.4
"5147",2022,22100557,37,1610612740,TRUE,FALSE,FALSE,"NOP",1,0,"L",FALSE,39,97,0.402,12,46,0.260869565217391,0.636,27,51,0.529411764705882,240,14,22,17,30,47,21,7,5,10,21,104,-11,0,0,0,112,113,0,-1,-1,37,1610612762,FALSE,FALSE,FALSE,"UTA",1,1,"W",TRUE,41,85,0.482,19,39,0.487179487179487,0.824,22,46,0.478260869565217,14,17,10,33,43,22,6,4,15,24,115,11,1,0,0,116.7,110.5,4.7,1.5,6.2
"5148",2022,22100559,36,1610612744,FALSE,TRUE,FALSE,"GSW",1,1,"W",TRUE,45,92,0.489,14,38,0.368421052631579,0.846,31,54,0.574074074074074,240,11,13,7,36,43,39,11,6,12,17,115,7,1,0,0,112.5,106.9,0.5,5.1,5.6,38,1610612748,TRUE,FALSE,TRUE,"MIA",0,1,"L",FALSE,37,90,0.411,17,42,0.404761904761905,0.895,20,48,0.416666666666667,17,19,11,38,49,24,5,2,19,13,108,-7,0,1,0,113.7,109.1,1.7,2.9,4.6
"5149",2022,22100556,39,1610612749,FALSE,FALSE,FALSE,"MIL",1,1,"L",FALSE,39,92,0.424,11,46,0.239130434782609,0.773,28,46,0.608695652173913,240,17,22,11,36,47,21,9,2,8,12,106,-9,0,0,0,115.1,111.8,3.2,0.2,3.3,35,1610612765,FALSE,TRUE,FALSE,"DET",1,1,"W",TRUE,44,91,0.484,18,43,0.418604651162791,0.643,26,48,0.541666666666667,9,14,9,38,47,31,6,1,14,21,115,9,1,0,0,106,113.8,-5.9,-1.9,-7.8
"5150",2022,22100565,38,1610612740,TRUE,FALSE,TRUE,"NOP",0,1,"L",FALSE,36,89,0.404,10,33,0.303030303030303,0.875,26,56,0.464285714285714,240,28,32,15,33,48,28,7,3,12,21,110,-13,0,1,0,112,113,0,-1,-1,37,1610612756,FALSE,FALSE,FALSE,"PHX",1,1,"W",TRUE,46,85,0.541,17,31,0.548387096774194,0.7,29,54,0.537037037037037,14,20,5,37,42,32,7,5,11,24,123,13,1,0,0,114.8,107.3,2.9,4.6,7.5
"5151",2022,22100563,34,1610612761,TRUE,FALSE,FALSE,"TOR",1,0,"W",TRUE,45,96,0.469,18,44,0.409090909090909,0.724,27,52,0.519230769230769,240,21,29,16,36,52,30,13,8,12,20,129,25,1,0,0,112.9,110.5,0.9,1.4,2.4,36,1610612759,TRUE,FALSE,FALSE,"SAS",2,0,"L",FALSE,41,95,0.432,9,35,0.257142857142857,0.684,32,60,0.533333333333333,13,19,17,33,50,27,6,3,20,23,104,-25,0,0,0,112.4,112.3,0.4,-0.3,0.1
"5152",2022,22100564,38,1610612752,FALSE,FALSE,FALSE,"NYK",1,1,"W",TRUE,39,80,0.488,6,28,0.214285714285714,0.714,33,52,0.634615384615385,240,20,28,14,37,51,17,6,0,10,23,104,10,1,0,0,110.4,110.5,-1.5,1.4,-0.1,38,1610612754,TRUE,FALSE,FALSE,"IND",1,0,"L",FALSE,32,76,0.421,9,38,0.236842105263158,0.656,23,38,0.605263157894737,21,32,9,26,35,22,3,3,12,20,94,-10,0,0,0,112.6,116.1,0.6,-4.1,-3.5
"5153",2022,22100562,38,1610612739,FALSE,FALSE,FALSE,"CLE",1,2,"L",FALSE,40,92,0.435,10,34,0.294117647058824,0.762,30,58,0.517241379310345,240,16,21,14,35,49,28,2,6,13,14,106,-4,0,0,0,111.9,109.7,-0.1,2.3,2.2,39,1610612763,TRUE,FALSE,TRUE,"MEM",0,1,"W",TRUE,42,90,0.467,9,27,0.333333333333333,0.773,33,63,0.523809523809524,17,22,12,33,45,21,6,8,9,18,110,4,1,1,0,114.6,109,2.7,3,5.6
"5154",2022,22100566,39,1610612747,FALSE,FALSE,FALSE,"LAL",1,2,"W",TRUE,49,99,0.495,11,32,0.34375,0.65,38,67,0.567164179104478,240,13,20,14,30,44,24,6,5,5,16,122,8,1,0,0,110.3,113.3,-1.7,-1.3,-3,39,1610612758,TRUE,FALSE,FALSE,"SAC",1,0,"L",FALSE,43,83,0.518,14,34,0.411764705882353,0.778,29,49,0.591836734693878,14,18,9,36,45,31,2,3,18,18,114,-8,0,0,0,109.9,115.3,-2.1,-3.3,-5.4
"5155",2022,22100570,38,1610612738,TRUE,FALSE,FALSE,"BOS",2,0,"L",FALSE,40,90,0.444,9,28,0.321428571428571,0.889,31,62,0.5,240,8,9,13,28,41,19,10,9,10,12,97,-2,0,0,0,114.4,106.9,2.4,5,7.5,37,1610612759,TRUE,FALSE,TRUE,"SAS",0,1,"W",TRUE,42,88,0.477,10,26,0.384615384615385,1,32,62,0.516129032258065,5,5,12,36,48,20,6,5,18,13,99,2,1,1,0,112.4,112.3,0.4,-0.3,0.1
"5156",2022,22100575,36,1610612743,FALSE,FALSE,FALSE,"DEN",1,1,"L",FALSE,42,88,0.477,11,36,0.305555555555556,0.933,31,52,0.596153846153846,240,14,15,6,36,42,27,2,4,12,21,109,-6,0,0,0,114.5,112.1,2.5,-0.2,2.3,38,1610612762,FALSE,TRUE,FALSE,"UTA",1,1,"W",TRUE,43,92,0.467,14,41,0.341463414634146,0.833,29,51,0.568627450980392,15,18,8,36,44,22,7,4,7,18,115,6,1,0,0,116.7,110.5,4.7,1.5,6.2
"5157",2022,22100572,38,1610612742,FALSE,FALSE,FALSE,"DAL",1,1,"W",TRUE,33,87,0.379,12,40,0.3,0.808,21,47,0.446808510638298,240,21,26,10,36,46,22,6,5,12,15,99,17,1,0,0,112.8,109.4,0.9,2.6,3.5,37,1610612744,TRUE,FALSE,FALSE,"GSW",1,0,"L",FALSE,33,81,0.407,5,28,0.178571428571429,0.688,28,53,0.528301886792453,11,16,8,38,46,20,10,5,17,20,82,-17,0,0,0,112.5,106.9,0.5,5.1,5.6
"5158",2022,22100573,40,1610612749,FALSE,TRUE,FALSE,"MIL",1,1,"L",FALSE,38,85,0.447,17,39,0.435897435897436,0.692,21,46,0.456521739130435,240,18,26,9,36,45,22,10,8,18,18,111,-6,0,0,0,115.1,111.8,3.2,0.2,3.3,35,1610612761,TRUE,FALSE,TRUE,"TOR",0,1,"W",TRUE,42,89,0.472,16,36,0.444444444444444,0.68,26,53,0.490566037735849,17,25,10,34,44,24,8,4,15,20,117,6,1,1,0,112.9,110.5,0.9,1.4,2.4
"5159",2022,22100576,37,1610612757,FALSE,FALSE,FALSE,"POR",1,1,"L",FALSE,33,78,0.423,15,38,0.394736842105263,0.778,18,40,0.45,240,28,36,8,28,36,18,8,4,6,23,109,-6,0,0,0,107.8,116.9,-4.1,-4.9,-9,39,1610612748,FALSE,FALSE,FALSE,"MIA",1,2,"W",TRUE,37,82,0.451,19,41,0.463414634146341,0.759,18,41,0.439024390243902,22,29,14,36,50,29,3,3,11,21,115,6,1,0,0,113.7,109.1,1.7,2.9,4.6
"5160",2022,22100574,38,1610612750,FALSE,FALSE,FALSE,"MIN",1,1,"W",TRUE,36,90,0.4,12,44,0.272727272727273,0.7,24,46,0.521739130434783,240,14,20,15,40,55,23,11,7,16,16,98,8,1,0,0,114.3,111.7,2.4,0.2,2.6,37,1610612760,FALSE,FALSE,FALSE,"OKC",2,1,"L",FALSE,33,90,0.367,9,35,0.257142857142857,0.833,24,55,0.436363636363636,15,18,14,38,52,21,11,7,18,18,90,-8,0,0,0,104.6,112.8,-7.4,-0.8,-8.2
