"","year","game_ID","home_numberGame","home_ID_team","home_isB2B","home_isB2BFirst","home_isB2BSecond","home_name","home_countDaysRest","home_countDaysNextGame","home_outcomeGame","home_isWin","home_fieldgoal_made","home_fieldgoal_attempts","home_fieldgoal_percent","home_fieldgoal3_made","home_fieldgoal3_attempts","home_fieldgoal3_percent","home_freethrow_percent","home_fieldgoal2_made","home_fieldgoal2_attempts","home_pctFG2","minutes","home_freethrow_made","home_freethrow_attempts","home_off_reb","home_def_reb","home_total_reb","home_assists","home_steals","home_blocks","home_turnovers","home_personalfouls","home_points","home_plusminus","home_ind_Win","home_ind_SecondB2B","home_ind_overtime","home_offensive_rating","home_defensive_rating","home_RAPTOR_offensive","home_RAPTOR_defensive","home_RAPTOR_net","away_numberGame","away_ID_team","away_isB2B","away_isB2BFirst","away_isB2BSecond","away_name","away_countDaysRest","away_countDaysNextGame","away_outcomeGame","away_isWin","away_fieldgoal_made","away_fieldgoal_attempts","away_fieldgoal_percent","away_fieldgoal3_made","away_fieldgoal3_attempts","away_fieldgoal3_percent","away_freethrow_percent","away_fieldgoal2_made","away_fieldgoal2_attempts","away_pctFG2","away_freethrow_made","away_freethrow_attempts","away_off_reb","away_def_reb","away_total_reb","away_assists","away_steals","away_blocks","away_turnovers","away_personalfouls","away_points","away_plusminus","away_ind_Win","away_ind_SecondB2B","away_ind_overtime","away_offensive_rating","away_defensive_rating","away_RAPTOR_offensive","away_RAPTOR_defensive","away_RAPTOR_net"
"2546",2020,21900085,6,1610612754,FALSE,TRUE,FALSE,"IND",1,1,"W",TRUE,40,85,0.471,8,26,0.307692307692308,0.741,32,59,0.542372881355932,240,20,27,10,39,49,28,6,10,18,24,108,13,1,0,0,110,108,-0.6,2.6,2,7,1610612741,FALSE,TRUE,FALSE,"CHI",1,1,"L",FALSE,36,84,0.429,9,29,0.310344827586207,0.56,27,55,0.490909090909091,14,25,6,36,42,27,8,2,18,21,95,-13,0,0,0,106.7,109.8,-3.9,0.8,-3.1
"2547",2020,21900089,6,1610612739,FALSE,FALSE,FALSE,"CLE",1,1,"L",FALSE,39,96,0.406,18,48,0.375,0.682,21,48,0.4375,240,15,22,12,29,41,24,9,4,9,14,111,-20,0,0,0,107.5,115.4,-3.1,-4.8,-7.9,6,1610612742,FALSE,FALSE,FALSE,"DAL",1,2,"W",TRUE,50,94,0.532,20,41,0.48780487804878,0.846,30,53,0.566037735849057,11,13,11,40,51,34,5,6,14,21,131,20,1,0,0,116.7,111.7,6.1,-1.1,4.9
"2548",2020,21900086,6,1610612748,FALSE,FALSE,FALSE,"MIA",2,1,"W",TRUE,47,89,0.528,18,41,0.439024390243902,0.773,29,48,0.604166666666667,240,17,22,5,41,46,38,14,7,18,21,129,29,1,0,0,112.5,109.5,1.9,1.1,3,6,1610612745,TRUE,FALSE,FALSE,"HOU",1,0,"L",FALSE,31,79,0.392,14,48,0.291666666666667,0.774,17,31,0.548387096774194,24,31,4,34,38,19,6,5,22,24,100,-29,0,0,0,112.9,110.1,2.3,0.5,2.8
"2549",2020,21900090,7,1610612746,FALSE,TRUE,FALSE,"LAC",2,2,"W",TRUE,36,92,0.391,7,32,0.21875,0.765,29,60,0.483333333333333,240,26,34,18,36,54,15,7,6,9,25,105,11,1,0,0,113.9,107.6,3.3,3,6.3,7,1610612762,FALSE,FALSE,FALSE,"UTA",1,2,"L",FALSE,31,78,0.397,10,31,0.32258064516129,0.71,21,47,0.446808510638298,22,31,6,31,37,16,4,6,15,30,94,-11,0,0,0,112.3,109.9,1.7,0.8,2.5
"2550",2020,21900087,7,1610612752,FALSE,FALSE,FALSE,"NYK",1,2,"L",FALSE,32,80,0.4,8,31,0.258064516129032,0.645,24,49,0.489795918367347,240,20,31,9,29,38,18,6,5,13,23,92,-21,0,0,0,106.5,113,-4.1,-2.4,-6.5,7,1610612758,FALSE,FALSE,FALSE,"SAC",1,2,"W",TRUE,41,85,0.482,15,39,0.384615384615385,0.64,26,46,0.565217391304348,16,25,10,40,50,25,7,5,14,29,113,21,1,0,0,110.2,112.2,-0.4,-1.6,-2
"2551",2020,21900091,6,1610612764,FALSE,FALSE,FALSE,"WAS",1,1,"W",TRUE,43,93,0.462,8,29,0.275862068965517,0.84,35,64,0.546875,240,21,25,13,28,41,27,9,7,12,23,115,16,1,0,0,110.9,115.5,0.3,-4.9,-4.5,8,1610612765,FALSE,FALSE,FALSE,"DET",1,1,"L",FALSE,34,82,0.415,13,27,0.481481481481481,0.783,21,55,0.381818181818182,18,23,13,29,42,21,4,9,21,20,99,-16,0,0,0,109,112.7,-1.6,-2,-3.6
"2552",2020,21900096,7,1610612744,FALSE,FALSE,FALSE,"GSW",1,1,"W",TRUE,42,86,0.488,10,26,0.384615384615385,0.917,32,60,0.533333333333333,240,33,36,8,39,47,28,4,4,10,17,127,9,1,0,0,105.2,113.8,-5.4,-3.2,-8.6,7,1610612757,FALSE,TRUE,FALSE,"POR",1,2,"L",FALSE,47,105,0.448,13,40,0.325,0.786,34,65,0.523076923076923,11,14,16,28,44,16,5,6,6,23,118,-9,0,0,0,113.7,114.8,3.1,-4.2,-1.1
"2553",2020,21900093,6,1610612763,FALSE,FALSE,FALSE,"MEM",1,1,"L",FALSE,40,94,0.426,3,25,0.12,0.81,37,69,0.536231884057971,240,17,21,13,38,51,19,13,7,15,21,100,-7,0,0,0,109.2,110.3,-1.4,0.3,-1,7,1610612745,TRUE,FALSE,TRUE,"HOU",0,1,"W",TRUE,35,93,0.376,17,50,0.34,0.69,18,43,0.418604651162791,20,29,14,37,51,20,6,5,18,21,107,7,1,1,0,112.9,110.1,2.3,0.5,2.8
"2554",2020,21900095,7,1610612756,FALSE,FALSE,FALSE,"PHX",1,2,"W",TRUE,41,77,0.532,11,28,0.392857142857143,0.778,30,49,0.612244897959184,240,21,27,5,35,40,24,6,5,20,24,114,5,1,0,0,111.7,111.4,1,-0.8,0.2,6,1610612755,FALSE,FALSE,FALSE,"PHI",1,1,"L",FALSE,42,89,0.472,13,29,0.448275862068966,0.6,29,60,0.483333333333333,12,20,9,29,38,21,11,2,20,29,109,-5,0,0,0,111.3,109,0.7,1.7,2.4
"2555",2020,21900092,7,1610612751,FALSE,FALSE,FALSE,"BKN",1,3,"W",TRUE,49,92,0.533,16,41,0.390243902439024,0.75,33,51,0.647058823529412,240,21,28,12,33,45,32,13,3,23,18,135,10,1,0,0,108.9,109.5,-1.7,1.1,-0.6,7,1610612740,FALSE,TRUE,FALSE,"NOP",1,3,"L",FALSE,48,97,0.495,13,32,0.40625,0.762,35,65,0.538461538461538,16,21,10,29,39,18,16,5,21,26,125,-10,0,0,0,110.7,111.9,0.1,-1.3,-1.2
"2556",2020,21900094,6,1610612750,FALSE,FALSE,FALSE,"MIN",1,1,"L",FALSE,37,103,0.359,13,43,0.302325581395349,0.864,24,60,0.4,240,19,22,13,34,47,20,12,4,16,23,106,-28,0,0,0,108.1,112.2,-2.5,-1.6,-4.1,7,1610612749,FALSE,FALSE,FALSE,"MIL",1,1,"W",TRUE,50,93,0.538,14,39,0.358974358974359,0.667,36,54,0.666666666666667,20,30,11,46,57,24,8,6,17,20,134,28,1,0,0,112.4,102.9,1.8,7.8,9.5
"2557",2020,21900098,7,1610612739,FALSE,FALSE,FALSE,"CLE",1,2,"L",FALSE,40,95,0.421,13,33,0.393939393939394,0.909,27,62,0.435483870967742,240,20,22,11,32,43,22,3,6,9,18,113,-6,0,0,0,107.5,115.4,-3.1,-4.8,-7.9,6,1610612738,FALSE,FALSE,FALSE,"BOS",3,1,"W",TRUE,48,85,0.565,12,30,0.4,0.733,36,55,0.654545454545455,11,15,4,41,45,24,5,12,14,23,119,6,1,0,0,113.3,107,2.7,3.6,6.3
"2558",2020,21900101,7,1610612760,FALSE,FALSE,FALSE,"OKC",2,1,"W",TRUE,37,86,0.43,12,33,0.363636363636364,0.8,25,53,0.471698113207547,240,16,20,7,31,38,21,9,5,9,23,102,8,1,0,0,110.8,108.8,0.2,1.8,2,7,1610612753,TRUE,FALSE,FALSE,"ORL",2,0,"L",FALSE,32,82,0.39,3,22,0.136363636363636,0.871,29,60,0.483333333333333,27,31,16,37,53,15,5,8,14,24,94,-8,0,0,0,108.5,109.5,-2.1,1.1,-1
"2559",2020,21900097,7,1610612766,FALSE,FALSE,FALSE,"CHA",2,1,"W",TRUE,42,88,0.477,10,31,0.32258064516129,0.667,32,57,0.56140350877193,265,28,42,10,27,37,22,7,4,13,17,122,2,1,0,1,106.3,113.3,-4.3,-2.7,-7,7,1610612754,TRUE,FALSE,FALSE,"IND",1,0,"L",FALSE,51,94,0.543,12,30,0.4,0.857,39,64,0.609375,6,7,7,36,43,27,5,7,18,34,120,-2,0,0,1,110,108,-0.6,2.6,2
"2560",2020,21900099,6,1610612737,TRUE,FALSE,FALSE,"ATL",4,0,"W",TRUE,43,90,0.478,11,30,0.366666666666667,0.688,32,60,0.533333333333333,240,11,16,9,39,48,22,9,5,18,20,108,8,1,0,0,107.2,114.8,-3.5,-4.2,-7.6,7,1610612759,FALSE,FALSE,FALSE,"SAS",1,1,"L",FALSE,38,91,0.418,8,33,0.242424242424242,0.696,30,58,0.517241379310345,16,23,11,30,41,18,9,8,15,17,100,-8,0,0,0,112.4,113.5,1.8,-2.9,-1.1
"2561",2020,21900100,8,1610612741,TRUE,FALSE,FALSE,"CHI",1,0,"L",FALSE,43,85,0.506,14,32,0.4375,0.522,29,53,0.547169811320755,240,12,23,7,35,42,22,11,4,16,21,112,-6,0,0,0,106.7,109.8,-3.9,0.8,-3.1,7,1610612747,FALSE,FALSE,FALSE,"LAL",1,2,"W",TRUE,45,92,0.489,11,33,0.333333333333333,0.708,34,59,0.576271186440678,17,24,12,37,49,26,10,10,16,18,118,6,1,0,0,112,106.3,1.4,4.3,5.7
"2562",2020,21900102,7,1610612743,FALSE,FALSE,FALSE,"DEN",2,2,"W",TRUE,45,86,0.523,9,23,0.391304347826087,0.625,36,63,0.571428571428571,240,10,16,9,38,47,35,10,3,20,21,109,20,1,0,0,113.1,111,2.5,-0.4,2.1,7,1610612748,FALSE,TRUE,FALSE,"MIA",1,1,"L",FALSE,32,88,0.364,9,29,0.310344827586207,0.64,23,59,0.389830508474576,16,25,13,31,44,23,12,5,15,21,89,-20,0,0,0,112.5,109.5,1.9,1.1,3
"2563",2020,21900106,7,1610612761,FALSE,FALSE,FALSE,"TOR",3,1,"W",TRUE,43,78,0.551,14,29,0.482758620689655,0.828,29,49,0.591836734693878,240,24,29,2,35,37,28,10,4,14,20,124,4,1,0,0,111.1,105,0.5,5.7,6.1,8,1610612758,FALSE,FALSE,FALSE,"SAC",2,1,"L",FALSE,42,95,0.442,20,44,0.454545454545455,0.762,22,51,0.431372549019608,16,21,12,31,43,23,8,7,14,23,120,-4,0,0,0,110.2,112.2,-0.4,-1.6,-2
"2564",2020,21900103,9,1610612765,FALSE,FALSE,FALSE,"DET",1,1,"W",TRUE,44,79,0.557,15,30,0.5,0.792,29,49,0.591836734693878,240,19,24,8,35,43,37,7,1,17,17,122,20,1,0,0,109,112.7,-1.6,-2,-3.6,8,1610612752,FALSE,FALSE,FALSE,"NYK",2,1,"L",FALSE,39,80,0.488,11,25,0.44,0.619,28,55,0.509090909090909,13,21,5,25,30,24,9,4,14,20,102,-20,0,0,0,106.5,113,-4.1,-2.4,-6.5
"2565",2020,21900109,7,1610612742,FALSE,TRUE,FALSE,"DAL",2,1,"W",TRUE,36,84,0.429,11,31,0.354838709677419,0.8,25,53,0.471698113207547,240,24,30,12,31,43,20,4,1,17,23,107,1,1,0,0,116.7,111.7,6.1,-1.1,4.9,8,1610612753,TRUE,FALSE,TRUE,"ORL",0,1,"L",FALSE,39,80,0.488,6,24,0.25,0.786,33,56,0.589285714285714,22,28,10,34,44,25,14,10,18,30,106,-1,0,1,0,108.5,109.5,-2.1,1.1,-1
"2566",2020,21900107,8,1610612745,FALSE,FALSE,FALSE,"HOU",1,2,"W",TRUE,48,97,0.495,21,45,0.466666666666667,0.632,27,52,0.519230769230769,240,12,19,11,39,50,31,7,9,13,20,129,17,1,0,0,112.9,110.1,2.3,0.5,2.8,8,1610612744,FALSE,TRUE,FALSE,"GSW",1,1,"L",FALSE,38,96,0.396,13,33,0.393939393939394,0.821,25,63,0.396825396825397,23,28,16,35,51,22,7,1,11,12,112,-17,0,0,0,105.2,113.8,-5.4,-3.2,-8.6
"2567",2020,21900110,8,1610612762,FALSE,FALSE,FALSE,"UTA",2,1,"W",TRUE,41,89,0.461,8,22,0.363636363636364,0.667,33,67,0.492537313432836,240,16,24,14,36,50,21,9,4,13,21,106,2,1,0,0,112.3,109.9,1.7,0.8,2.5,7,1610612755,FALSE,FALSE,FALSE,"PHI",1,1,"L",FALSE,33,80,0.413,8,25,0.32,0.882,25,55,0.454545454545455,30,34,7,35,42,20,9,3,16,20,104,-2,0,0,0,111.3,109,0.7,1.7,2.4
"2568",2020,21900104,8,1610612754,TRUE,FALSE,TRUE,"IND",0,1,"W",TRUE,44,94,0.468,12,30,0.4,0.808,32,64,0.5,240,21,26,13,35,48,35,8,3,13,25,121,15,1,1,0,110,108,-0.6,2.6,2,7,1610612764,FALSE,FALSE,FALSE,"WAS",1,1,"L",FALSE,37,95,0.389,13,40,0.325,1,24,55,0.436363636363636,19,19,16,32,48,24,3,3,17,26,106,-15,0,0,0,110.9,115.5,0.3,-4.9,-4.5
"2569",2020,21900111,8,1610612746,TRUE,FALSE,FALSE,"LAC",2,0,"L",FALSE,41,98,0.418,13,31,0.419354838709677,0.806,28,67,0.417910447761194,240,29,36,14,40,54,21,4,3,19,28,124,-5,0,0,0,113.9,107.6,3.3,3,6.3,8,1610612749,FALSE,FALSE,FALSE,"MIL",1,1,"W",TRUE,42,98,0.429,18,49,0.36734693877551,0.794,24,49,0.489795918367347,27,34,14,40,54,18,7,11,15,28,129,5,1,0,0,112.4,102.9,1.8,7.8,9.5
"2570",2020,21900105,7,1610612737,TRUE,FALSE,TRUE,"ATL",0,1,"L",FALSE,30,74,0.405,6,30,0.2,0.771,24,44,0.545454545454545,240,27,35,6,35,41,18,7,3,24,26,93,-20,0,1,0,107.2,114.8,-3.5,-4.2,-7.6,9,1610612741,TRUE,FALSE,TRUE,"CHI",0,2,"W",TRUE,41,82,0.5,13,33,0.393939393939394,0.667,28,49,0.571428571428571,18,27,7,36,43,26,11,9,20,30,113,20,1,1,0,106.7,109.8,-3.9,0.8,-3.1
"2571",2020,21900108,7,1610612763,FALSE,TRUE,FALSE,"MEM",1,1,"W",TRUE,50,88,0.568,12,23,0.521739130434783,0.833,38,65,0.584615384615385,240,25,30,8,41,49,34,4,3,17,22,137,16,1,0,0,109.2,110.3,-1.4,0.3,-1,7,1610612750,FALSE,FALSE,FALSE,"MIN",1,1,"L",FALSE,43,96,0.448,16,45,0.355555555555556,0.731,27,51,0.529411764705882,19,26,10,26,36,29,9,7,11,22,121,-16,0,0,0,108.1,112.2,-2.5,-1.6,-4.1
"2572",2020,21900113,8,1610612759,FALSE,FALSE,FALSE,"SAS",1,1,"W",TRUE,51,94,0.543,9,20,0.45,0.909,42,74,0.567567567567568,240,10,11,12,35,47,32,5,3,13,21,121,9,1,0,0,112.4,113.5,1.8,-2.9,-1.1,8,1610612760,FALSE,TRUE,FALSE,"OKC",1,1,"L",FALSE,42,80,0.525,10,21,0.476190476190476,0.75,32,59,0.542372881355932,18,24,4,27,31,26,7,2,13,14,112,-9,0,0,0,110.8,108.8,0.2,1.8,2
"2573",2020,21900114,8,1610612756,FALSE,FALSE,FALSE,"PHX",2,2,"L",FALSE,37,84,0.44,11,32,0.34375,0.742,26,52,0.5,240,23,31,10,30,40,22,4,3,15,21,108,-16,0,0,0,111.7,111.4,1,-0.8,0.2,8,1610612748,TRUE,FALSE,FALSE,"MIA",1,0,"W",TRUE,45,82,0.549,15,28,0.535714285714286,0.792,30,54,0.555555555555556,19,24,5,36,41,22,9,5,15,28,124,16,1,0,0,112.5,109.5,1.9,1.1,3
"2574",2020,21900115,9,1610612746,TRUE,FALSE,TRUE,"LAC",0,3,"W",TRUE,39,89,0.438,4,23,0.173913043478261,0.833,35,66,0.53030303030303,240,25,30,13,44,57,20,6,12,17,14,107,6,1,1,0,113.9,107.6,3.3,3,6.3,8,1610612757,TRUE,FALSE,FALSE,"POR",2,0,"L",FALSE,39,104,0.375,11,39,0.282051282051282,0.75,28,65,0.430769230769231,12,16,17,34,51,18,7,4,14,27,101,-6,0,0,0,113.7,114.8,3.1,-4.2,-1.1
"2575",2020,21900112,8,1610612766,FALSE,TRUE,FALSE,"CHA",1,1,"L",FALSE,33,86,0.384,6,31,0.193548387096774,0.714,27,55,0.490909090909091,240,15,21,9,40,49,21,7,9,21,19,87,-21,0,0,0,106.3,113.3,-4.3,-2.7,-7,7,1610612738,FALSE,FALSE,FALSE,"BOS",1,1,"W",TRUE,40,93,0.43,10,33,0.303030303030303,0.783,30,60,0.5,18,23,11,41,52,29,13,5,13,19,108,21,1,0,0,113.3,107,2.7,3.6,6.3
"2576",2020,21900122,8,1610612742,TRUE,FALSE,FALSE,"DAL",1,0,"L",FALSE,37,90,0.411,14,44,0.318181818181818,0.824,23,46,0.5,240,14,17,7,40,47,18,4,6,13,21,102,-4,0,0,0,116.7,111.7,6.1,-1.1,4.9,9,1610612752,FALSE,FALSE,FALSE,"NYK",1,1,"W",TRUE,37,89,0.416,14,28,0.5,0.581,23,61,0.377049180327869,18,31,14,42,56,19,9,3,12,20,106,4,1,0,0,106.5,113,-4.1,-2.4,-6.5
"2577",2020,21900117,9,1610612753,FALSE,FALSE,FALSE,"ORL",1,1,"W",TRUE,44,93,0.473,7,28,0.25,0.852,37,65,0.569230769230769,240,23,27,12,45,57,24,10,10,9,17,118,32,1,0,0,108.5,109.5,-2.1,1.1,-1,8,1610612763,TRUE,FALSE,FALSE,"MEM",1,0,"L",FALSE,32,86,0.372,11,29,0.379310344827586,0.846,21,57,0.368421052631579,11,13,4,32,36,23,3,5,18,22,86,-32,0,0,0,109.2,110.3,-1.4,0.3,-1
"2578",2020,21900121,8,1610612740,TRUE,FALSE,FALSE,"NOP",3,0,"L",FALSE,40,99,0.404,10,41,0.24390243902439,0.667,30,58,0.517241379310345,240,14,21,14,39,53,21,7,6,18,23,104,-18,0,0,0,110.7,111.9,0.1,-1.3,-1.2,8,1610612761,FALSE,TRUE,FALSE,"TOR",1,1,"W",TRUE,41,93,0.441,19,43,0.441860465116279,0.875,22,50,0.44,21,24,10,43,53,27,9,3,17,24,122,18,1,0,0,111.1,105,0.5,5.7,6.1
"2579",2020,21900119,8,1610612737,FALSE,FALSE,FALSE,"ATL",1,1,"L",FALSE,46,87,0.529,9,28,0.321428571428571,0.571,37,59,0.627118644067797,240,8,14,11,23,34,23,8,6,13,19,109,-12,0,0,0,107.2,114.8,-3.5,-4.2,-7.6,9,1610612758,FALSE,FALSE,FALSE,"SAC",1,3,"W",TRUE,42,76,0.553,18,31,0.580645161290323,0.864,24,45,0.533333333333333,19,22,9,27,36,27,7,7,15,19,121,12,1,0,0,110.2,112.2,-0.4,-1.6,-2
"2580",2020,21900118,8,1610612764,FALSE,FALSE,FALSE,"WAS",1,4,"L",FALSE,45,96,0.469,7,31,0.225806451612903,0.5,38,65,0.584615384615385,240,3,6,17,30,47,26,5,5,19,24,100,-13,0,0,0,110.9,115.5,0.3,-4.9,-4.5,8,1610612739,FALSE,FALSE,FALSE,"CLE",2,1,"W",TRUE,41,90,0.456,6,27,0.222222222222222,0.862,35,63,0.555555555555556,25,29,17,31,48,18,10,5,13,17,113,13,1,0,0,107.5,115.4,-3.1,-4.8,-7.9
"2581",2020,21900120,8,1610612750,FALSE,TRUE,FALSE,"MIN",1,1,"W",TRUE,48,111,0.432,9,36,0.25,0.69,39,75,0.52,265,20,29,20,39,59,20,10,10,19,23,125,6,1,0,1,108.1,112.2,-2.5,-1.6,-4.1,9,1610612744,TRUE,FALSE,FALSE,"GSW",1,0,"L",FALSE,43,103,0.417,10,35,0.285714285714286,0.958,33,68,0.485294117647059,23,24,13,36,49,18,12,9,20,26,119,-6,0,0,1,105.2,113.8,-5.4,-3.2,-8.6
"2582",2020,21900116,9,1610612754,FALSE,FALSE,FALSE,"IND",1,1,"W",TRUE,43,83,0.518,4,15,0.266666666666667,0.88,39,68,0.573529411764706,240,22,25,10,34,44,23,6,8,13,16,112,6,1,0,0,110,108,-0.6,2.6,2,10,1610612765,FALSE,TRUE,FALSE,"DET",1,2,"L",FALSE,39,86,0.453,13,33,0.393939393939394,0.833,26,53,0.490566037735849,15,18,10,30,40,27,6,4,17,26,106,-6,0,0,0,109,112.7,-1.6,-2,-3.6
"2583",2020,21900125,9,1610612757,TRUE,FALSE,TRUE,"POR",0,1,"L",FALSE,40,97,0.412,11,30,0.366666666666667,0.96,29,67,0.432835820895522,240,24,25,13,35,48,11,3,9,11,24,115,-4,0,1,0,113.7,114.8,3.1,-4.2,-1.1,8,1610612751,FALSE,FALSE,FALSE,"BKN",3,1,"W",TRUE,41,99,0.414,16,37,0.432432432432432,0.7,25,62,0.403225806451613,21,30,16,35,51,18,6,9,9,25,119,4,1,0,0,108.9,109.5,-1.7,1.1,-0.6
"2584",2020,21900123,8,1610612743,FALSE,FALSE,FALSE,"DEN",2,1,"W",TRUE,39,87,0.448,9,22,0.409090909090909,0.765,30,65,0.461538461538462,240,13,17,7,34,41,28,10,11,10,16,100,3,1,0,0,113.1,111,2.5,-0.4,2.1,8,1610612755,FALSE,FALSE,FALSE,"PHI",1,1,"L",FALSE,38,86,0.442,13,26,0.5,0.471,25,60,0.416666666666667,8,17,11,38,49,28,8,8,18,19,97,-3,0,0,0,111.3,109,0.7,1.7,2.4
"2585",2020,21900124,9,1610612762,FALSE,TRUE,FALSE,"UTA",1,2,"W",TRUE,34,84,0.405,15,36,0.416666666666667,0.69,19,48,0.395833333333333,240,20,29,11,45,56,15,3,1,20,27,103,3,1,0,0,112.3,109.9,1.7,0.8,2.5,9,1610612749,FALSE,FALSE,FALSE,"MIL",1,1,"L",FALSE,34,95,0.358,10,36,0.277777777777778,0.733,24,59,0.406779661016949,22,30,16,38,54,14,8,4,13,26,100,-3,0,0,0,112.4,102.9,1.8,7.8,9.5
"2586",2020,21900126,8,1610612747,FALSE,FALSE,FALSE,"LAL",2,1,"W",TRUE,40,89,0.449,8,32,0.25,0.875,32,57,0.56140350877193,240,7,8,10,38,48,30,6,5,18,24,95,15,1,0,0,112,106.3,1.4,4.3,5.7,9,1610612748,TRUE,FALSE,TRUE,"MIA",0,3,"L",FALSE,28,80,0.35,6,35,0.171428571428571,0.75,22,45,0.488888888888889,18,24,8,29,37,18,9,2,13,12,80,-15,0,1,0,112.5,109.5,1.9,1.1,3
"2587",2020,21900127,9,1610612759,FALSE,FALSE,FALSE,"SAS",1,1,"L",FALSE,39,99,0.394,14,30,0.466666666666667,0.767,25,69,0.36231884057971,240,23,30,21,36,57,24,1,8,15,22,115,-20,0,0,0,112.4,113.5,1.8,-2.9,-1.1,8,1610612738,FALSE,FALSE,FALSE,"BOS",1,1,"W",TRUE,48,94,0.511,14,37,0.378378378378378,0.893,34,57,0.596491228070175,25,28,7,36,43,28,11,11,9,25,135,20,1,0,0,113.3,107,2.7,3.6,6.3
"2588",2020,21900131,9,1610612760,TRUE,FALSE,FALSE,"OKC",1,0,"W",TRUE,43,79,0.544,14,30,0.466666666666667,0.824,29,49,0.591836734693878,240,14,17,7,35,42,30,7,5,19,17,114,6,1,0,0,110.8,108.8,0.2,1.8,2,10,1610612744,TRUE,FALSE,TRUE,"GSW",0,1,"L",FALSE,42,85,0.494,7,22,0.318181818181818,1,35,63,0.555555555555556,17,17,6,28,34,22,9,6,15,18,108,-6,0,1,0,105.2,113.8,-5.4,-3.2,-8.6
"2589",2020,21900129,10,1610612741,FALSE,FALSE,FALSE,"CHI",2,2,"L",FALSE,37,98,0.378,4,32,0.125,0.889,33,66,0.5,240,16,18,11,35,46,21,14,5,15,22,94,-23,0,0,0,106.7,109.8,-3.9,0.8,-3.1,9,1610612745,FALSE,FALSE,FALSE,"HOU",2,1,"W",TRUE,39,83,0.47,19,44,0.431818181818182,0.714,20,39,0.512820512820513,20,28,9,46,55,18,12,7,24,21,117,23,1,0,0,112.9,110.1,2.3,0.5,2.8
"2590",2020,21900130,9,1610612763,TRUE,FALSE,TRUE,"MEM",0,1,"L",FALSE,50,95,0.526,12,36,0.333333333333333,0.714,38,59,0.644067796610169,240,10,14,10,29,39,31,10,6,16,22,122,-16,0,1,0,109.2,110.3,-1.4,0.3,-1,9,1610612742,TRUE,FALSE,TRUE,"DAL",0,1,"W",TRUE,52,97,0.536,18,42,0.428571428571429,0.8,34,55,0.618181818181818,16,20,12,35,47,27,8,5,15,14,138,16,1,1,0,116.7,111.7,6.1,-1.1,4.9
"2591",2020,21900128,9,1610612766,TRUE,FALSE,FALSE,"CHA",1,0,"L",FALSE,36,88,0.409,12,35,0.342857142857143,0.765,24,53,0.452830188679245,240,26,34,13,29,42,27,10,2,22,27,110,-5,0,0,0,106.3,113.3,-4.3,-2.7,-7,9,1610612740,TRUE,FALSE,TRUE,"NOP",0,1,"W",TRUE,40,75,0.533,14,33,0.424242424242424,0.7,26,42,0.619047619047619,21,30,9,36,45,25,13,6,26,28,115,5,1,1,0,110.7,111.9,0.1,-1.3,-1.2
"2592",2020,21900135,10,1610612760,TRUE,FALSE,TRUE,"OKC",0,1,"L",FALSE,45,91,0.495,17,42,0.404761904761905,0.706,28,49,0.571428571428571,240,12,17,5,30,35,31,11,4,15,20,119,-2,0,1,0,110.8,108.8,0.2,1.8,2,10,1610612749,FALSE,FALSE,FALSE,"MIL",1,3,"W",TRUE,47,83,0.566,11,28,0.392857142857143,0.889,36,55,0.654545454545455,16,18,5,43,48,27,9,4,22,21,121,2,1,0,0,112.4,102.9,1.8,7.8,9.5
"2593",2020,21900132,9,1610612750,TRUE,FALSE,FALSE,"MIN",1,0,"L",FALSE,34,97,0.351,6,45,0.133333333333333,0.727,28,52,0.538461538461538,265,24,33,15,38,53,22,9,10,13,23,98,-2,0,0,1,108.1,112.2,-2.5,-1.6,-4.1,9,1610612743,FALSE,FALSE,FALSE,"DEN",1,1,"W",TRUE,39,101,0.386,11,28,0.392857142857143,0.647,28,73,0.383561643835616,11,17,14,43,57,26,6,4,20,30,100,2,1,0,1,113.1,111,2.5,-0.4,2.1
"2594",2020,21900133,10,1610612753,FALSE,FALSE,FALSE,"ORL",1,2,"L",FALSE,41,89,0.461,15,36,0.416666666666667,0.833,26,53,0.490566037735849,240,5,6,7,30,37,27,5,11,11,10,102,-7,0,0,0,108.5,109.5,-2.1,1.1,-1,10,1610612754,FALSE,FALSE,FALSE,"IND",1,1,"W",TRUE,48,91,0.527,9,20,0.45,0.8,39,71,0.549295774647887,4,5,10,33,43,31,6,3,9,13,109,7,1,0,0,110,108,-0.6,2.6,2
"2595",2020,21900134,9,1610612755,FALSE,TRUE,FALSE,"PHI",1,1,"W",TRUE,46,84,0.548,10,28,0.357142857142857,0.75,36,56,0.642857142857143,240,12,16,10,39,49,29,9,5,21,16,114,8,1,0,0,111.3,109,0.7,1.7,2.4,10,1610612766,TRUE,FALSE,TRUE,"CHA",0,2,"L",FALSE,38,84,0.452,14,33,0.424242424242424,0.727,24,51,0.470588235294118,16,22,6,25,31,22,9,1,13,19,106,-8,0,1,0,106.3,113.3,-4.3,-2.7,-7
